Date,Date,Open,y_label,OperatingCashFlow,"	CashFlowFromContinuingOperatingActivities","		NetIncomeFromContinuingOperations","		OperatingGainsLosses","		DepreciationAmortizationDepletion","			DepreciationAndAmortization","		DeferredTax","			DeferredIncomeTax","		AssetImpairmentCharge","		StockBasedCompensation","		ExcessTaxBenefitFromStockBasedCompensation","		OtherNonCashItems","		ChangeInWorkingCapital","			ChangeInReceivables","				ChangesInAccountReceivables","			ChangeInPrepaidAssets","			ChangeInPayablesAndAccruedExpense","				ChangeInPayable","					ChangeInAccountPayable","				ChangeInAccruedExpense","			ChangeInOtherCurrentAssets","			ChangeInOtherCurrentLiabilities","			ChangeInOtherWorkingCapital",InvestingCashFlow,"	CashFlowFromContinuingInvestingActivities","		NetPPEPurchaseAndSale","			PurchaseOfPPE","			SaleOfPPE","		NetBusinessPurchaseAndSale","			PurchaseOfBusiness","		NetInvestmentPurchaseAndSale","			PurchaseOfInvestment","			SaleOfInvestment","		NetOtherInvestingChanges",FinancingCashFlow,"	CashFlowFromContinuingFinancingActivities","		NetIssuancePaymentsOfDebt","			NetLongTermDebtIssuance","				LongTermDebtIssuance","				LongTermDebtPayments","			NetShortTermDebtIssuance","		NetCommonStockIssuance","			CommonStockIssuance","			CommonStockPayments","		NetPreferredStockIssuance","			PreferredStockIssuance","		ProceedsFromStockOptionExercised","		NetOtherFinancingCharges",EndCashPosition,"	ChangesInCash","	EffectOfExchangeRateChanges","	BeginningCashPosition",IncomeTaxPaidSupplementalData,InterestPaidSupplementalData,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,RepurchaseOfCapitalStock,FreeCashFlow,Date,TotalRevenue,"	OperatingRevenue",CostOfRevenue,GrossProfit,OperatingExpense,"	SellingGeneralAndAdministration","		GeneralAndAdministrativeExpense","			OtherGandA","		SellingAndMarketingExpense","	ResearchAndDevelopment",OperatingIncome,NetNonOperatingInterestIncomeExpense,"	InterestIncomeNonOperating","	InterestExpenseNonOperating","	TotalOtherFinanceCost",OtherIncomeExpense,"	GainOnSaleOfSecurity","	SpecialIncomeCharges","	OtherNonOperatingIncomeExpenses",PretaxIncome,TaxProvision,NetIncomeCommonStockholders,"	NetIncome","		NetIncomeIncludingNoncontrollingInterests","			NetIncomeContinuousOperations","	OtherunderPreferredStockDividend",AverageDilutionEarnings,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,InterestIncome,InterestExpense,NetInterestIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalUnusualItemsExcludingGoodwill,TotalUnusualItems,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,Date,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,Date,TotalAssets,"	CurrentAssets","		CashCashEquivalentsAndShortTermInvestments","			CashAndCashEquivalents","				CashFinancial","				CashEquivalents","			OtherShortTermInvestments","		Receivables","			AccountsReceivable","				GrossAccountsReceivable","				AllowanceForDoubtfulAccountsReceivable","			TaxesReceivable","		PrepaidAssets","		OtherCurrentAssets","	TotalNonCurrentAssets","		NetPPE","			GrossPPE","				Properties","				LandAndImprovements","				BuildingsAndImprovements","				MachineryFurnitureEquipment","				OtherProperties","				ConstructionInProgress","				Leases","			AccumulatedDepreciation","		GoodwillAndOtherIntangibleAssets","			Goodwill","			OtherIntangibleAssets","		InvestmentsAndAdvances","			LongTermEquityInvestment","				InvestmentsInOtherVenturesUnderEquityMethod","			InvestmentinFinancialAssets","				AvailableForSaleSecurities","		OtherNonCurrentAssets",TotalLiabilitiesNetMinorityInterest,"	CurrentLiabilities","		PayablesAndAccruedExpenses","			Payables","				AccountsPayable","				TotalTaxPayable","				DuetoRelatedPartiesCurrent","				OtherPayable","			CurrentAccruedExpenses","		PensionandOtherPostRetirementBenefitPlansCurrent","		CurrentDebtAndCapitalLeaseObligation","			CurrentDebt","				CurrentNotesPayable","				LineOfCredit","			CurrentCapitalLeaseObligation","		CurrentDeferredLiabilities","			CurrentDeferredRevenue","		OtherCurrentLiabilities","	TotalNonCurrentLiabilitiesNetMinorityInterest","		LongTermDebtAndCapitalLeaseObligation","			LongTermDebt","			LongTermCapitalLeaseObligation","		NonCurrentDeferredLiabilities","			NonCurrentDeferredTaxesLiabilities","		TradeandOtherPayablesNonCurrent","		OtherNonCurrentLiabilities",TotalEquityGrossMinorityInterest,"	StockholdersEquity","		CapitalStock","			PreferredStock","			CommonStock","		AdditionalPaidInCapital","		RetainedEarnings","		GainsLossesNotAffectingRetainedEarnings","			OtherEquityAdjustments",TotalCapitalization,PreferredStockEquity,CommonStockEquity,CapitalLeaseObligations,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,ShareIssued,OrdinarySharesNumber,TreasurySharesNumber
12/31/2023,12/01/23,325.480011,0,"19,40,40,00,000","19,40,40,00,000","14,01,70,00,000",,"3,17,20,00,000","3,17,20,00,000","-1,16,10,00,000","-1,16,10,00,000","1,09,00,00,000","3,42,40,00,000",,"13,30,00,000","-1,27,10,00,000","-2,84,30,00,000","-2,84,30,00,000","70,00,00,000","32,00,00,000","67,00,00,000","59,40,00,000","-35,00,00,000","-11,10,00,000","66,30,00,000",,"-6,47,20,00,000","-6,47,20,00,000","-7,59,20,00,000","-7,66,50,00,000","7,30,00,000","-6,40,00,000","-6,40,00,000","1,18,70,00,000","-1,17,20,00,000","2,35,90,00,000","-30,00,000","-8,40,10,00,000","-8,40,10,00,000","-30,70,00,000","-30,70,00,000",0,"-30,70,00,000",,"-5,94,20,00,000",,"-5,94,20,00,000",,,,"-2,15,20,00,000","42,82,70,00,000","4,53,10,00,000","39,60,00,000","37,90,00,00,000","4,59,10,00,000","14,60,00,000","-7,66,50,00,000",,0,"-30,70,00,000","-5,94,20,00,000","11,73,90,00,000",12/31/2023,"40,11,10,00,000","39,77,70,00,000","7,69,50,00,000","32,41,60,00,000","16,03,20,00,000","5,51,50,00,000","2,28,90,00,000","2,28,90,00,000","3,22,60,00,000","10,51,70,00,000","16,38,40,00,000","48,40,00,000","58,80,00,000","13,60,00,000","-3,20,00,000","-6,10,00,000","-6,10,00,000",,,"16,80,70,00,000","2,79,00,00,000","14,01,70,00,000","14,01,70,00,000","14,01,70,00,000","14,01,70,00,000",,,"14,01,70,00,000",5.46,5.33,"2,56,60,00,000","2,63,00,00,000","16,38,40,00,000","23,72,70,00,000","14,01,70,00,000","14,06,78,73,862.08","58,80,00,000","13,60,00,000","48,40,00,000","16,94,30,00,000","20,11,50,00,000","7,69,50,00,000","3,17,20,00,000","14,01,70,00,000","-6,10,00,000","-6,10,00,000","20,17,60,00,000",0.166,"-1,01,26,137.92",12/31/2023,"9,09,62,86,12,617","8,84,72,26,12,617",31.241,20.747,0.808,7.335,6.345,22.057,43.983,12/31/2023,"2,29,62,30,00,000","85,36,50,00,000","65,40,30,00,000","41,86,20,00,000","6,26,50,00,000","35,59,70,00,000","23,54,10,00,000","16,16,90,00,000","16,16,90,00,000",,,,,"3,79,30,00,000","1,44,25,80,00,000","1,09,88,10,00,000","1,43,01,50,00,000",0,"2,08,00,00,000","37,96,10,00,000",,"71,73,30,00,000","24,26,90,00,000","6,97,20,00,000","-33,13,40,00,000","21,44,20,00,000","20,65,40,00,000","78,80,00,000","6,14,10,00,000",,,"6,14,10,00,000","6,14,10,00,000","6,79,40,00,000","76,45,50,00,000","31,96,00,00,000","18,17,20,00,000","9,36,70,00,000","4,84,90,00,000","3,65,50,00,000","86,30,00,000",,"8,80,50,00,000","6,65,90,00,000","1,62,30,00,000",,,,"1,62,30,00,000",,,"5,50,60,00,000","44,49,50,00,000","35,61,10,00,000","18,38,50,00,000","17,22,60,00,000",,,"7,51,40,00,000","1,37,00,00,000","1,53,16,80,00,000","1,53,16,80,00,000",0,,0,"73,25,30,00,000","82,07,00,00,000","-2,15,50,00,000","-2,15,50,00,000","1,71,55,30,00,000",,"1,53,16,80,00,000","18,84,90,00,000","1,31,72,60,00,000","53,40,50,00,000","1,71,55,30,00,000","1,31,72,60,00,000","37,23,40,00,000","2,56,10,00,000","2,56,10,00,000",0
9/30/2023,09/01/23,299.369995,0,"20,40,20,00,000","20,40,20,00,000","11,58,30,00,000",,"2,85,90,00,000","2,85,90,00,000","3,04,90,00,000","3,04,90,00,000","34,00,00,000","3,49,20,00,000",,"7,40,00,000","-99,50,00,000","-67,80,00,000","-67,80,00,000","-90,80,00,000","69,90,00,000","62,10,00,000","61,20,00,000","7,80,00,000","-3,60,00,000","-7,20,00,000",,"-6,07,70,00,000","-6,07,70,00,000","-6,49,60,00,000","-6,54,30,00,000","4,70,00,000","-3,80,00,000","-3,80,00,000","46,70,00,000","-1,00,70,00,000","1,47,40,00,000","-1,00,00,000","-5,87,50,00,000","-5,87,50,00,000","-26,70,00,000","-26,70,00,000",0,"-26,70,00,000",,"-3,56,90,00,000",,"-3,56,90,00,000",,,,"-2,03,90,00,000","37,90,00,00,000","8,45,00,00,000","-35,40,00,000","29,80,40,00,000","50,90,00,000","12,00,00,000","-6,54,30,00,000",,0,"-26,70,00,000","-3,56,90,00,000","13,85,90,00,000",9/30/2023,"34,14,60,00,000","33,85,30,00,000","6,21,00,00,000","27,93,60,00,000","14,18,80,00,000","4,94,70,00,000","2,07,00,00,000","2,07,00,00,000","2,87,70,00,000","9,24,10,00,000","13,74,80,00,000","37,00,00,000","53,40,00,000","13,90,00,000","2,50,00,000","-9,80,00,000","-9,80,00,000",,,"14,02,00,00,000","2,43,70,00,000","11,58,30,00,000","11,58,30,00,000","11,58,30,00,000","11,58,30,00,000",,,"11,58,30,00,000",4.5,4.39,"2,57,60,00,000","2,64,10,00,000","13,74,80,00,000","20,39,80,00,000","11,58,30,00,000","11,66,43,40,000","53,40,00,000","13,90,00,000","37,00,00,000","14,15,90,00,000","17,01,80,00,000","6,21,00,00,000","2,85,90,00,000","11,58,30,00,000","-9,80,00,000","-9,80,00,000","17,11,60,00,000",0.17,"-1,66,60,000",9/30/2023,"7,72,48,87,75,787","7,55,26,07,75,787",34.99,18.182,0.724,6.575,5.759,22.119,44.38,9/30/2023,"2,16,27,40,00,000","78,37,80,00,000","61,12,30,00,000","36,89,00,00,000","5,33,30,00,000","31,55,70,00,000","24,23,30,00,000","12,94,40,00,000","12,94,40,00,000",,,,,"4,31,10,00,000","1,37,89,60,00,000","1,04,80,50,00,000","1,35,65,30,00,000",0,"1,90,00,00,000","35,42,20,00,000",,"68,54,50,00,000","22,94,50,00,000","6,84,10,00,000","-30,84,80,00,000","21,48,10,00,000","20,66,80,00,000","81,30,00,000","6,14,20,00,000",,,"6,14,20,00,000","6,14,20,00,000","5,46,80,00,000","73,40,10,00,000","30,53,10,00,000","19,17,20,00,000","9,75,00,00,000","4,37,20,00,000","4,60,80,00,000","77,00,00,000",,"9,42,20,00,000","4,96,80,00,000","1,46,00,00,000",,,,"1,46,00,00,000",,,"4,93,10,00,000","42,87,00,00,000","34,75,70,00,000","18,38,30,00,000","16,37,40,00,000",,,"6,83,20,00,000","1,28,10,00,000","1,42,87,30,00,000","1,42,87,30,00,000",0,,0,"71,22,40,00,000","75,20,50,00,000","-3,55,60,00,000","-3,55,60,00,000","1,61,25,60,00,000",,"1,42,87,30,00,000","17,83,40,00,000","1,21,39,20,00,000","47,84,70,00,000","1,61,25,60,00,000","1,21,39,20,00,000","36,21,70,00,000","2,57,10,00,000","2,57,10,00,000",
6/30/2023,06/01/23,265.899994,0,"17,30,90,00,000","17,30,90,00,000","7,78,90,00,000",,"2,62,30,00,000","2,62,30,00,000","-1,13,70,00,000","-1,13,70,00,000","23,20,00,000","4,06,00,00,000",,"21,10,00,000","3,53,10,00,000","-1,42,40,00,000","-1,42,40,00,000","-5,40,00,000","5,12,30,00,000","-16,70,00,000","-5,10,00,000","5,29,00,00,000","3,70,00,000","-15,10,00,000",,"-5,20,30,00,000","-5,20,30,00,000","-6,13,40,00,000","-6,21,60,00,000","8,20,00,000","-8,30,00,000","-8,30,00,000","1,09,90,00,000","-71,80,00,000","1,81,70,00,000","-8,50,00,000","5,29,20,00,000","5,29,20,00,000","8,23,50,00,000","8,23,50,00,000",,"-22,00,00,000",,"-89,80,00,000",,"-89,80,00,000",,,,"-2,04,50,00,000","29,80,40,00,000","17,39,80,00,000","-1,40,00,000","12,42,00,00,000","1,10,20,00,000",0,"-6,21,60,00,000",,,"-22,00,00,000","-89,80,00,000","11,09,30,00,000",6/30/2023,"31,99,90,00,000","31,77,40,00,000","5,94,50,00,000","26,05,40,00,000","16,66,20,00,000","7,31,80,00,000","4,16,40,00,000","4,16,40,00,000","3,15,40,00,000","9,34,40,00,000","9,39,20,00,000","4,60,00,000","32,30,00,000","11,60,00,000","16,10,00,000","-14,50,00,000","-14,50,00,000",,,"9,29,30,00,000","1,50,50,00,000","7,78,80,00,000","7,78,80,00,000","7,78,80,00,000","7,78,80,00,000",,,"7,78,80,00,000",3.03,2.98,"2,56,80,00,000","2,61,20,00,000","9,39,20,00,000","22,60,70,00,000","7,78,80,00,000","7,90,98,00,000","32,30,00,000","11,60,00,000","4,60,00,000","9,40,90,00,000","12,03,20,00,000","5,94,50,00,000","2,62,30,00,000","7,78,80,00,000","-14,50,00,000","-14,50,00,000","12,17,70,00,000",0.16,"-2,32,00,000",6/30/2023,"7,38,39,95,40,000","7,28,53,55,40,000",35.561,23.81,0.993,6.519,5.917,22.767,60.55,6/30/2023,"2,06,68,80,00,000","69,56,00,00,000","53,44,60,00,000","28,78,50,00,000","6,12,20,00,000","22,66,30,00,000","24,66,10,00,000","12,51,10,00,000","12,51,10,00,000",,,,,"3,60,30,00,000","1,37,12,80,00,000","1,00,90,40,00,000","1,29,85,70,00,000",0,"1,87,50,00,000","32,44,60,00,000",,"64,03,20,00,000","24,84,30,00,000","6,66,10,00,000","-28,95,30,00,000","21,51,50,00,000","20,65,90,00,000","85,60,00,000","6,20,80,00,000",,,"6,20,80,00,000","6,20,80,00,000","8,50,10,00,000","72,65,50,00,000","29,92,10,00,000","19,46,40,00,000","9,70,20,00,000","3,09,30,00,000","5,83,70,00,000","77,20,00,000",,"9,76,20,00,000","4,33,80,00,000","1,39,60,00,000",,,,"1,39,60,00,000",,,"4,72,30,00,000","42,73,40,00,000","34,82,20,00,000","18,38,20,00,000","16,44,00,00,000",,,"6,57,00,00,000","1,34,20,00,000","1,34,03,30,00,000","1,34,03,30,00,000",0,,0,"69,15,90,00,000","67,98,00,00,000","-3,10,60,00,000","-3,10,60,00,000","1,52,41,50,00,000",,"1,34,03,30,00,000","17,83,60,00,000","1,12,51,80,00,000","39,63,90,00,000","1,52,41,50,00,000","1,12,51,80,00,000","36,21,80,00,000","2,57,30,00,000","2,57,30,00,000",
3/31/2023,03/01/23,174.589996,0,"13,99,80,00,000","13,99,80,00,000","5,70,90,00,000",,"2,52,40,00,000","2,52,40,00,000","-62,00,00,000","-62,00,00,000","77,00,00,000","3,05,10,00,000",,"-70,00,000","2,57,10,00,000","2,54,60,00,000","2,54,60,00,000","82,10,00,000","-1,01,00,00,000","-1,34,40,00,000","-1,10,40,00,000","33,40,00,000","3,00,00,000","18,40,00,000",,"-6,74,30,00,000","-6,74,30,00,000","-6,82,30,00,000","-6,84,20,00,000","1,90,00,000","-44,40,00,000","-44,40,00,000","44,90,00,000","-8,50,00,000","53,40,00,000","7,50,00,000","-10,51,60,00,000","-10,51,60,00,000","-26,40,00,000","-26,40,00,000",,"-26,40,00,000",,"-9,36,50,00,000",,"-9,36,50,00,000",,,,"-88,70,00,000","12,42,00,00,000","-3,26,10,00,000","8,50,00,000","15,59,60,00,000","40,50,00,000","18,20,00,000","-6,84,20,00,000",,,"-26,40,00,000","-9,36,50,00,000","7,15,60,00,000",3/31/2023,"28,64,50,00,000","28,44,00,00,000","6,10,80,00,000","22,53,70,00,000","15,31,00,00,000","5,92,90,00,000","2,88,50,00,000","2,88,50,00,000","3,04,40,00,000","9,38,10,00,000","7,22,70,00,000","14,30,00,000","19,30,00,000","5,50,00,000","-50,00,000","-6,30,00,000","-6,30,00,000",,,"7,30,70,00,000","1,59,80,00,000","5,70,90,00,000","5,70,90,00,000","5,70,90,00,000","5,70,90,00,000",,"80,10,00,000","6,51,00,00,000",2.21,2.2,"2,58,70,00,000","2,59,60,00,000","7,22,70,00,000","21,41,80,00,000","5,70,90,00,000","5,75,81,40,000","19,30,00,000","5,50,00,000","14,30,00,000","7,36,20,00,000","9,88,60,00,000","6,10,80,00,000","2,52,40,00,000","5,70,90,00,000","-6,30,00,000","-6,30,00,000","9,94,90,00,000",0.22,"-1,38,60,000",3/31/2023,"5,43,83,80,40,000","5,29,69,10,40,000",24.673,21.008,2.034,4.911,4.326,18.492,53.58,3/31/2023,"1,84,49,10,00,000","52,48,30,00,000","37,43,90,00,000","11,55,10,00,000","5,68,00,00,000","5,87,10,00,000","25,88,80,00,000","11,04,40,00,000","11,04,40,00,000",,,,,"4,00,00,00,000","1,32,00,80,00,000","97,05,50,00,000","1,24,03,40,00,000",0,"1,87,40,00,000","30,88,20,00,000",,"59,58,50,00,000","25,03,90,00,000","6,65,40,00,000","-26,97,90,00,000","21,59,80,00,000","20,64,90,00,000","94,90,00,000","6,16,70,00,000",,,"6,16,70,00,000","6,16,70,00,000","7,18,80,00,000","59,69,60,00,000","25,38,10,00,000","16,18,10,00,000","8,14,60,00,000","3,67,20,00,000","3,58,90,00,000","88,50,00,000",,"8,03,50,00,000","3,39,20,00,000","1,47,90,00,000",,,,"1,47,90,00,000",,,"4,32,90,00,000","34,31,50,00,000","26,09,60,00,000","9,92,50,00,000","16,17,10,00,000",,,"6,94,60,00,000","1,27,30,00,000","1,24,79,50,00,000","1,24,79,50,00,000",0,,0,"66,53,50,00,000","61,24,10,00,000","-2,98,10,00,000","-2,98,10,00,000","1,34,72,00,00,000",,"1,24,79,50,00,000","17,65,00,00,000","1,03,19,70,00,000","27,10,20,00,000","1,34,72,00,00,000","1,03,19,70,00,000","27,57,50,00,000","2,56,60,00,000","2,56,60,00,000",
12/31/2022,12/01/22,119.199997,0,"14,51,10,00,000","14,51,10,00,000","4,65,30,00,000",,"2,37,60,00,000","2,37,60,00,000","-1,17,30,00,000","-1,17,30,00,000","1,80,50,00,000","3,00,80,00,000",,"1,44,80,00,000","1,93,10,00,000","-1,69,90,00,000","-1,69,90,00,000","85,50,00,000","2,24,60,00,000","97,80,00,000","87,60,00,000","1,26,80,00,000","5,40,00,000","44,00,00,000",,"-7,53,10,00,000","-7,53,10,00,000","-8,98,80,00,000","-9,04,30,00,000","5,50,00,000","-6,20,00,000","-6,20,00,000","1,51,70,00,000","-74,60,00,000","2,26,30,00,000","20,00,000","-7,06,00,00,000","-7,06,00,00,000","1,50,00,000","-23,50,00,000",0,"-23,50,00,000",,"-6,86,30,00,000",,"-6,86,30,00,000",,,,"-21,20,00,000","15,59,60,00,000","-8,00,00,000","42,50,00,000","15,25,10,00,000","1,76,00,00,000",,"-9,04,30,00,000",,0,"-23,50,00,000","-6,86,30,00,000","5,46,80,00,000",12/31/2022,"32,16,50,00,000","31,98,10,00,000","8,33,60,00,000","23,82,90,00,000","17,43,00,00,000","7,65,90,00,000","3,08,50,00,000","3,08,50,00,000","4,57,40,00,000","9,77,10,00,000","6,39,90,00,000","-30,70,00,000","3,20,00,000",,"33,90,00,000","5,70,00,000","5,70,00,000",,"-33,90,00,000","6,14,90,00,000","1,49,60,00,000","4,65,30,00,000","4,65,30,00,000","4,65,30,00,000","4,65,30,00,000",,,"4,65,30,00,000",1.76,1.76,"2,63,80,00,000","2,64,00,00,000","6,39,90,00,000","25,76,60,00,000","4,65,30,00,000","4,60,98,67,620.75","3,20,00,000",,"-30,70,00,000","6,39,90,00,000","8,77,50,00,000","8,33,60,00,000","2,37,60,00,000","4,65,30,00,000","5,70,00,000","5,70,00,000","8,71,80,00,000",0.243,"1,38,67,620.75",12/31/2022,"3,15,55,51,88,423","2,99,67,91,88,423",11.483,15.038,2.652,2.792,2.535,9.317,34.705,12/31/2022,"1,85,72,70,00,000","59,54,90,00,000","40,73,80,00,000","14,68,10,00,000","6,17,60,00,000","8,50,50,00,000","26,05,70,00,000","13,46,60,00,000","13,46,60,00,000",,,,,"5,34,50,00,000","1,26,17,80,00,000","92,19,10,00,000","1,17,16,60,00,000",0,"1,87,40,00,000","27,72,00,00,000",,"55,99,80,00,000","25,05,20,00,000","6,52,20,00,000","-24,97,50,00,000","21,20,30,00,000","20,30,60,00,000","89,70,00,000","6,20,10,00,000",,,"6,20,10,00,000","6,20,10,00,000","6,58,30,00,000","60,01,40,00,000","27,02,60,00,000","16,16,20,00,000","8,44,60,00,000","4,99,00,00,000","2,33,90,00,000","1,11,70,00,000",,"7,71,60,00,000","4,59,10,00,000","1,36,70,00,000",,,,"1,36,70,00,000",,,"4,90,60,00,000","32,98,80,00,000","25,22,40,00,000","9,92,30,00,000","15,30,10,00,000",,,"6,64,50,00,000","1,11,90,00,000","1,25,71,30,00,000","1,25,71,30,00,000",0,,0,"64,44,40,00,000","64,79,90,00,000","-3,53,00,00,000","-3,53,00,00,000","1,35,63,60,00,000",,"1,25,71,30,00,000","16,66,80,00,000","1,04,51,00,00,000","32,52,30,00,000","1,35,63,60,00,000","1,04,51,00,00,000","26,59,10,00,000","2,61,40,00,000","2,61,40,00,000",
9/30/2022,09/01/22,163.580002,1,"9,69,20,00,000","9,69,20,00,000","4,39,50,00,000",,"2,17,50,00,000","2,17,50,00,000","-1,09,70,00,000","-1,09,70,00,000","41,30,00,000","3,13,40,00,000",,"10,40,00,000","56,80,00,000","-10,50,00,000","-10,50,00,000","-83,10,00,000","99,90,00,000",0,"-2,10,00,000","99,90,00,000","-2,80,00,000","53,30,00,000","-70,00,000","-9,70,10,00,000","-9,70,10,00,000","-9,35,50,00,000","-9,37,50,00,000","2,00,00,000","-3,40,00,000","-3,40,00,000","-32,80,00,000","-2,59,70,00,000","2,26,90,00,000","1,60,00,000","2,14,70,00,000","2,14,70,00,000","9,75,80,00,000","9,75,80,00,000","9,92,10,00,000","-16,30,00,000","-19,10,00,000","-6,35,40,00,000",,"-6,35,40,00,000",,,,"-1,25,70,00,000","15,25,10,00,000","2,13,80,00,000","-36,50,00,000","13,47,80,00,000","2,00,60,00,000",0,"-9,37,50,00,000",,"9,92,10,00,000","-16,30,00,000","-6,35,40,00,000","31,70,00,000",9/30/2022,"27,71,40,00,000","27,52,20,00,000","5,71,60,00,000","21,99,80,00,000","16,33,40,00,000","7,16,40,00,000","3,38,40,00,000","3,38,40,00,000","3,78,00,00,000","9,17,00,00,000","5,66,40,00,000","4,30,00,000","14,20,00,000","6,50,00,000","3,40,00,000","-13,10,00,000","-13,10,00,000",,"-3,40,00,000","5,57,60,00,000","1,18,10,00,000","4,39,50,00,000","4,39,50,00,000","4,39,50,00,000","4,39,50,00,000",,"66,50,00,000","4,39,50,00,000",1.64,1.64,"2,68,20,00,000","2,68,70,00,000","5,66,40,00,000","22,05,00,00,000","4,39,50,00,000","4,49,84,90,000","14,20,00,000","6,50,00,000","4,30,00,000","5,64,10,00,000","7,81,60,00,000","5,71,60,00,000","2,17,50,00,000","4,39,50,00,000","-13,10,00,000","-13,10,00,000","7,94,70,00,000",0.21,"-2,75,10,000",9/30/2022,"3,61,58,72,00,000","3,37,16,52,00,000",11.25,11.312,1.603,3.162,2.875,12.166,43.138,9/30/2022,"1,78,89,40,00,000","58,31,50,00,000","41,77,60,00,000","14,30,80,00,000","6,16,00,00,000","8,14,80,00,000","27,46,80,00,000","11,22,70,00,000","11,22,70,00,000",,,,"5,31,20,00,000","5,31,20,00,000","1,20,57,90,00,000","87,37,90,00,000","1,10,77,20,00,000",0,"1,76,20,00,000","25,31,30,00,000","31,43,80,00,000","53,44,90,00,000","23,62,30,00,000","6,62,50,00,000","-23,39,30,00,000","21,14,30,00,000","20,26,80,00,000","87,50,00,000","6,52,80,00,000","6,52,80,00,000",,"6,52,80,00,000","6,52,80,00,000","5,52,90,00,000","54,80,00,00,000","22,68,70,00,000","20,88,20,00,000","4,84,60,00,000","3,87,10,00,000",,"97,50,00,000","97,50,00,000","16,03,60,00,000",,"1,29,10,00,000",,,,"1,29,10,00,000","51,40,00,000","51,40,00,000",,"32,11,30,00,000","24,60,90,00,000","9,92,20,00,000","14,68,70,00,000",,,,"7,50,40,00,000","1,24,09,40,00,000","1,24,09,40,00,000",0,,0,"62,09,20,00,000","67,05,60,00,000","-5,05,40,00,000","-5,05,40,00,000","1,34,01,60,00,000",,"1,24,09,40,00,000","15,97,80,00,000","1,02,95,10,00,000","35,62,80,00,000","1,34,01,60,00,000","1,02,95,10,00,000","25,90,00,00,000","2,66,50,00,000","2,66,50,00,000",
