name,ttm,12/31/2023,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
NormalizedIncome,"29,521,380,035.679","10,414,407,715.914","9,001,700,303.552","6,662,418,088.06","3,429,898,761.835","2,649,580,000","2,113,210,937.5","2,155,218,997.361","2,386,550,427.35","2,936,559,260.747","3,251,935,110.081","6,665,359,045.634","6,785,284,378.652","7,222,000,000","5,476,883,389.631","4,682,343,835.396","2,850,931,126.219","3,268,000,000","2,134,000,000","2,625,000,000","3,561,000,000","3,027,000,000","2,883,000,000","2,534,000,000","1,629,000,000","1,857,000,000","256,000,000","197,000,000","724,000,000","749,000,000","252,000,000","857,000,000","513,000,000","482,000,000","79,000,000","92,000,000","-57,000,000","214,000,000","-437,000,000","-126,000,000","108,000,000","240,000,000","-41,000,000","-7,000,000","82,000,000","98,000,000","-274,000,000","7,000,000","130,000,000","177,000,000","63,000,000","191,000,000","201,000,000","416,000,000","231,000,000","207,000,000","299,000,000","384,000,000","199,000,000","142,000,000","174,112,903.226","212,488,448.845","101,780,219.78","163,451,923.077","140,898,550.725","205,526,690.391","80,645,161.29","79,405,405.405","111,770,833.333","97,000,000","19,600,000","16,000,000","52,200,000","173,000,000","30,000,000","41,800,000","52,000,000","367,971,800","54,000,000","73,185,185.185","110,940,000","97,526,000","22,776,200","13,519,000","8,177,000","-34,357,600","-3,244,000","-30,181,000","-20,172,000","20,630,600","-60,625,000","-69,910,000","-92,374,000","-126,873,000","-149,539,000","-234,322,000","-223,451,000","-293,484,200","-120,958,000","-97,049,000","-40,368,000","-31,878,800","-48,080,000","-23,180,000","-11,360,000","-9,780,000","-8,920,000","-6,940,000","-3,060,000","-2,300,000","-2,400,000","-800,000","-300,000"
InterestIncome,"2,949,000,000","901,000,000","776,000,000","661,000,000","611,000,000","445,000,000","277,000,000","159,000,000","108,000,000","118,000,000","119,000,000","106,000,000","105,000,000","100,000,000","118,000,000","135,000,000","202,000,000","211,000,000","224,000,000","215,000,000","183,000,000","150,000,000","117,000,000","94,000,000","80,000,000","65,000,000","54,000,000","44,000,000","39,000,000","29,000,000","26,000,000","24,000,000","21,000,000","13,000,000","13,000,000","12,000,000","11,000,000","8,000,000","9,000,000","11,000,000","11,000,000","10,000,000","9,000,000","9,000,000","10,000,000","8,000,000","10,000,000","10,000,000","12,000,000","14,000,000","16,000,000","16,000,000","15,000,000","15,000,000","13,000,000","12,000,000","11,000,000","9,000,000","7,000,000","8,000,000","12,000,000","16,000,000","21,000,000","20,000,000","26,000,000","28,000,000","23,000,000","20,000,000","20,000,000","18,000,000","14,000,000","13,000,000","15,000,000","14,000,000","12,000,000","9,000,000","9,000,000","9,778,000","7,000,000","5,000,000","6,000,000","5,330,000","4,324,000","5,761,000","6,540,000","6,785,000","5,600,000","5,650,000","5,652,000","6,030,000","6,316,000","6,807,000","9,950,000","10,979,000","9,402,000","10,314,000","10,126,000",,"12,699,000","12,860,000","10,920,000",,,,,,,,,,,,
InterestExpense,"3,182,000,000","713,000,000","806,000,000","840,000,000","823,000,000","694,000,000","617,000,000","584,000,000","472,000,000","482,000,000","493,000,000","435,000,000","399,000,000","414,000,000","428,000,000","403,000,000","402,000,000","455,000,000","396,000,000","383,000,000","366,000,000","387,000,000","358,000,000","343,000,000","330,000,000","338,000,000","228,000,000","143,000,000","139,000,000","133,000,000","118,000,000","116,000,000","117,000,000","115,000,000","116,000,000","114,000,000","115,000,000","74,000,000","49,000,000","45,000,000","42,000,000","39,000,000","36,000,000","33,000,000","33,000,000","27,000,000","22,000,000","21,000,000","21,000,000","20,000,000","17,000,000","15,000,000","12,000,000","11,000,000","11,000,000","9,000,000","7,000,000","8,000,000","7,000,000","7,000,000","12,000,000","11,000,000","17,000,000","21,000,000","22,000,000","20,000,000","19,000,000","19,000,000","19,000,000","20,000,000","21,000,000","19,000,000","21,000,000","22,000,000","22,000,000","22,000,000","26,000,000","27,134,000","26,000,000","26,000,000","28,000,000","29,299,000","29,802,000","34,367,000","36,511,000","36,108,000","35,922,000","35,651,000","35,244,000","35,290,000","35,046,000","35,148,000","33,748,000","36,094,000","33,809,000","33,397,000","27,621,000",,"21,470,000","28,320,000","16,634,000",,,,,,,,,,,,
NetInterestIncome,"-233,000,000","188,000,000","-30,000,000","-179,000,000","-212,000,000","-249,000,000","-340,000,000","-425,000,000","-364,000,000","-364,000,000","-374,000,000","-329,000,000","-294,000,000","-314,000,000","-310,000,000","-268,000,000","-200,000,000","-244,000,000","-172,000,000","-168,000,000","-183,000,000","-237,000,000","-241,000,000","-249,000,000","-250,000,000","-273,000,000","-174,000,000","-99,000,000","-100,000,000","-104,000,000","-92,000,000","-92,000,000","-96,000,000","-102,000,000","-103,000,000","-102,000,000","-104,000,000","-66,000,000","-40,000,000","-34,000,000","-31,000,000","-29,000,000","-27,000,000","-24,000,000","-23,000,000","-19,000,000","-12,000,000","-11,000,000","-9,000,000","-6,000,000","-1,000,000","1,000,000","3,000,000","4,000,000","2,000,000","3,000,000","4,000,000","1,000,000","0","1,000,000","0","5,000,000","4,000,000","-1,000,000","4,000,000","8,000,000","4,000,000","1,000,000","1,000,000","-2,000,000","-7,000,000","-6,000,000","-6,000,000","-8,000,000","-10,000,000","-13,000,000","-17,000,000","-17,356,000","-19,000,000","-21,000,000","-22,000,000","-23,969,000","-25,478,000","-28,606,000","-29,971,000","-29,323,000","-30,322,000","-30,001,000","-29,592,000","-29,260,000","-28,730,000","-28,341,000","-23,798,000","-25,115,000","-24,407,000","-23,083,000","-17,495,000",,"-8,771,000","-15,460,000","-5,714,000",,,,,,,,,,,,
EBIT,"40,739,000,000","14,399,000,000","12,995,000,000","8,403,000,000","4,942,000,000","-268,000,000","3,561,000,000","-2,069,000,000","-4,793,000,000","15,416,000,000","4,808,000,000","9,069,000,000","10,667,000,000","8,179,000,000","7,237,000,000","6,624,000,000","3,785,000,000","4,508,000,000","3,028,000,000","3,272,000,000","4,767,000,000","3,737,000,000","3,748,000,000","2,948,000,000","2,246,000,000","2,209,000,000","544,000,000","809,000,000","1,092,000,000","1,299,000,000","609,000,000","1,295,000,000","1,173,000,000","1,053,000,000","363,000,000","476,000,000","136,000,000","503,000,000","-585,000,000","18,000,000","162,000,000","491,000,000","-7,000,000","50,000,000","114,000,000","364,000,000","0","167,000,000","105,000,000","293,000,000","147,000,000","240,000,000","319,000,000","518,000,000","303,000,000","306,000,000","408,000,000","479,000,000","269,000,000","186,000,000","260,000,000","314,000,000","199,000,000","229,000,000","229,000,000","301,000,000","143,000,000","130,000,000","163,000,000","208,000,000","59,000,000","73,000,000","117,000,000","183,000,000","73,000,000","130,000,000","134,000,000","141,241,000","83,000,000","107,000,000","137,000,000","102,453,000","45,365,000","-8,947,000","26,390,000","39,459,000","1,399,000","-56,734,000","13,037,000","42,232,000","-129,846,000","-122,896,000","-176,685,000","-471,487,000","-138,394,000","-173,335,000","-192,540,000","-365,041,000","-152,251,000","-100,094,000","-41,110,000","-53,941,000","-41,600,000","-17,000,000","-9,900,000","-9,700,000","-9,200,000","-7,000,000","-3,200,000","-13,300,000","4,200,000","2,200,000","900,000"
EBITDA,"89,402,000,000","28,219,000,000","25,126,000,000","19,992,000,000","16,065,000,000","12,877,000,000","13,888,000,000","7,647,000,000","4,400,000,000","25,218,000,000","13,756,000,000","17,107,000,000","18,175,000,000","15,797,000,000","13,760,000,000","12,372,000,000","9,147,000,000","10,678,000,000","8,591,000,000","8,474,000,000","9,621,000,000","7,999,000,000","7,526,000,000","6,578,000,000","5,917,000,000","5,707,000,000","3,456,000,000","3,442,000,000","3,527,000,000","3,596,000,000","2,693,000,000","3,204,000,000","3,000,000,000","2,805,000,000","1,962,000,000","1,980,000,000","1,562,000,000","1,883,000,000","662,000,000","1,127,000,000","1,172,000,000","1,453,000,000","827,000,000","806,000,000","814,000,000","1,026,000,000","554,000,000","652,000,000","562,000,000","652,000,000","425,000,000","484,000,000","521,000,000","687,000,000","453,000,000","435,000,000","527,000,000","591,000,000","365,000,000","270,000,000","347,000,000","391,000,000","275,000,000","299,000,000","294,000,000","364,000,000","204,000,000","190,000,000","225,000,000","267,000,000","122,000,000","116,000,000","157,000,000","219,000,000","103,000,000","156,000,000","162,000,000","162,072,000","102,000,000","125,000,000","155,000,000","121,061,000","63,703,000","10,056,000","46,140,000","60,235,000","23,112,000","-34,390,000","35,956,000","100,816,000","-68,216,000","-51,272,000","-102,781,000","-369,536,000","-36,343,000","-72,240,000","-91,405,000","-153,046,000","-68,298,000","-54,842,000","-14,987,000","-53,941,000","-20,100,000","-9,600,000","-7,900,000","-8,000,000","-7,700,000","-6,100,000","-2,500,000","-13,300,000","4,200,000","2,200,000","900,000"
ReconciledCostOfRevenue,"480,980,000,000","140,686,000,000","118,539,000,000","112,609,000,000","109,146,000,000","129,557,000,000","110,336,000,000","104,838,000,000","101,612,000,000","120,593,000,000","95,808,000,000","95,685,000,000","91,421,000,000","109,807,000,000","82,787,000,000","76,854,000,000","65,113,000,000","75,909,000,000","60,669,000,000","54,673,000,000","50,448,000,000","62,483,000,000","48,440,000,000","45,811,000,000","45,286,000,000","53,783,000,000","39,913,000,000","34,158,000,000","31,950,000,000","39,222,000,000","29,730,000,000","26,938,000,000","26,079,000,000","32,455,000,000","23,182,000,000","21,056,000,000","20,908,000,000","26,732,000,000","19,693,000,000","18,007,000,000","18,363,000,000","23,586,000,000","16,134,000,000","14,632,000,000","14,980,000,000","19,740,000,000","13,021,000,000","11,926,000,000","12,267,000,000","16,352,000,000","10,215,000,000","9,164,000,000","9,042,000,000","11,925,000,000","6,908,000,000","5,947,000,000","6,413,000,000","8,648,000,000","4,957,000,000","4,226,000,000","4,438,000,000","6,182,000,000","3,922,000,000","3,715,000,000","3,767,000,000","5,201,000,000","3,005,000,000","2,644,000,000","2,742,000,000","3,651,000,000","2,147,000,000","1,986,000,000","2,071,000,000","2,692,000,000","1,687,000,000","1,567,000,000","1,702,000,000","2,273,768,000","1,314,000,000","1,243,000,000","1,356,000,000","1,729,561,000","1,009,467,000","985,574,000","966,770,000","1,269,058,000","757,880,000","710,384,000","748,669,000","1,002,466,000","612,335,000","638,198,000","686,291,000","817,851,000","638,159,000","596,541,000","606,462,000","747,918,000","329,751,000","280,995,000","252,254,000","199,476,000","117,800,000","87,800,000","66,000,000","51,400,000","29,200,000","21,700,000","11,800,000",,,,
ReconciledDepreciation,"48,663,000,000","13,820,000,000","12,131,000,000","11,589,000,000","11,123,000,000","13,145,000,000","10,327,000,000","9,716,000,000","9,193,000,000","9,802,000,000","8,948,000,000","8,038,000,000","7,508,000,000","7,618,000,000","6,523,000,000","5,748,000,000","5,362,000,000","6,170,000,000","5,563,000,000","5,202,000,000","4,854,000,000","4,262,000,000","3,778,000,000","3,630,000,000","3,671,000,000","3,498,000,000","2,912,000,000","2,633,000,000","2,435,000,000","2,297,000,000","2,084,000,000","1,909,000,000","1,827,000,000","1,752,000,000","1,599,000,000","1,504,000,000","1,426,000,000","1,380,000,000","1,247,000,000","1,109,000,000","1,010,000,000","962,000,000","834,000,000","756,000,000","700,000,000","662,000,000","554,000,000","485,000,000","457,000,000","359,000,000","278,000,000","244,000,000","202,000,000","169,000,000","150,000,000","129,000,000","119,000,000","112,000,000","96,000,000","84,000,000","87,000,000","77,000,000","76,000,000","70,000,000","65,000,000","63,000,000","61,000,000","60,000,000","62,000,000","59,000,000","63,000,000","43,000,000","40,000,000","36,000,000","30,000,000","26,000,000","28,000,000","20,831,000","19,000,000","18,000,000","18,000,000","18,608,000","18,338,000","19,003,000","19,750,000","20,776,000","21,713,000","22,344,000","22,919,000","58,584,000","61,630,000","71,624,000","73,904,000","101,951,000","102,051,000","101,095,000","101,135,000","211,995,000","83,953,000","45,252,000","26,123,000","-21,142,000","21,500,000","7,400,000","2,000,000","1,700,000","1,500,000","900,000","700,000",,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"30,425,000,000","10,624,000,000","9,879,000,000","6,750,000,000","3,172,000,000","278,000,000","2,872,000,000","-2,028,000,000","-3,844,000,000","14,323,000,000","3,156,000,000","7,778,000,000","8,107,000,000","7,222,000,000","6,331,000,000","5,243,000,000","2,535,000,000","3,268,000,000","2,134,000,000","2,625,000,000","3,561,000,000","3,027,000,000","2,883,000,000","2,534,000,000","1,629,000,000","1,857,000,000","256,000,000","197,000,000","724,000,000","749,000,000","252,000,000","857,000,000","513,000,000","482,000,000","79,000,000","92,000,000","-57,000,000","214,000,000","-437,000,000","-126,000,000","108,000,000","240,000,000","-41,000,000","-7,000,000","82,000,000","98,000,000","-274,000,000","7,000,000","130,000,000","177,000,000","63,000,000","191,000,000","201,000,000","416,000,000","231,000,000","207,000,000","299,000,000","384,000,000","199,000,000","142,000,000","177,000,000","225,000,000","118,000,000","158,000,000","143,000,000","207,000,000","80,000,000","78,000,000","111,000,000","97,000,000","19,000,000","22,000,000","51,000,000","173,000,000","30,000,000","52,000,000","52,000,000","346,688,000","54,000,000","76,000,000","111,000,000","73,154,000","15,563,000","-43,314,000","-10,121,000","2,651,000","-35,080,000","-93,553,000","-23,951,000","5,087,000","-169,874,000","-168,359,000","-223,608,000","-545,140,000","-240,524,000","-317,184,000","-308,425,000","-323,213,000","-197,080,000","-138,008,000","-61,667,000","-46,427,000","-45,200,000","-21,200,000","-10,400,000","-9,300,000","-8,500,000","-6,700,000","-3,000,000","-2,300,000","-2,400,000","-800,000","-300,000"
TotalUnusualItemsExcludingGoodwill,"1,115,000,000","270,000,000","1,082,000,000","98,000,000","-335,000,000","-3,002,000,000","777,000,000","-5,505,000,000","-8,536,000,000","11,873,000,000","-131,000,000","1,237,000,000","1,673,000,000",,"932,000,000","666,000,000","-405,000,000","418,000,000","-353,000,000","-27,000,000","164,000,000","-199,000,000","-93,000,000","-129,000,000","239,000,000","17,000,000","143,000,000","137,000,000","48,000,000","15,000,000","8,000,000","-14,000,000","81,000,000","-69,000,000","-56,000,000",,"-130,000,000","-95,000,000","-50,000,000","22,000,000","5,000,000","-29,000,000","9,000,000","-38,000,000","-77,000,000",,"18,000,000","50,000,000","-99,000,000","131,000,000","52,000,000","23,000,000","-51,000,000","106,000,000","-4,000,000","-1,000,000","-23,000,000","-108,000,000","2,000,000","-41,000,000","4,000,000","17,000,000","24,000,000","-7,000,000","3,000,000","2,000,000","-1,000,000","-2,000,000","-1,000,000","-17,000,000","-1,000,000","10,000,000","-2,000,000","47,000,000","-34,000,000","17,000,000","16,000,000","-35,473,000","-10,000,000","3,000,000","100,000","-40,620,000","-12,022,000","-56,833,000","-18,298,000","61,681,000","-31,836,000","-63,372,000","-3,779,000","-25,906,000","-109,249,000","-98,449,000","-131,234,000","-418,267,000","-90,985,000","-82,862,000","-84,974,000","-49,548,000","-76,122,000","-40,959,000","-21,299,000","-24,247,000","4,800,000","3,300,000","1,600,000","800,000","700,000","400,000","100,000",,,,
TotalUnusualItems,"1,115,000,000","270,000,000","1,082,000,000","98,000,000","-335,000,000","-3,002,000,000","777,000,000","-5,505,000,000","-8,536,000,000","11,873,000,000","-131,000,000","1,237,000,000","1,673,000,000",,"932,000,000","666,000,000","-405,000,000","418,000,000","-353,000,000","-27,000,000","164,000,000","-199,000,000","-93,000,000","-129,000,000","239,000,000","17,000,000","143,000,000","137,000,000","48,000,000","15,000,000","8,000,000","-14,000,000","81,000,000","-69,000,000","-56,000,000",,"-130,000,000","-95,000,000","-50,000,000","22,000,000","5,000,000","-29,000,000","9,000,000","-38,000,000","-77,000,000",,"18,000,000","50,000,000","-99,000,000","131,000,000","52,000,000","23,000,000","-51,000,000","106,000,000","-4,000,000","-1,000,000","-23,000,000","-108,000,000","2,000,000","-41,000,000","4,000,000","17,000,000","24,000,000","-7,000,000","3,000,000","2,000,000","-1,000,000","-2,000,000","-1,000,000","-17,000,000","-1,000,000","10,000,000","-2,000,000","47,000,000","-34,000,000","17,000,000","16,000,000","-35,473,000","-10,000,000","3,000,000","100,000","-40,620,000","-12,022,000","-56,833,000","-18,298,000","61,681,000","-31,836,000","-63,372,000","-3,779,000","-25,906,000","-109,249,000","-98,449,000","-131,234,000","-418,267,000","-90,985,000","-82,862,000","-84,974,000","-49,548,000","-76,122,000","-40,959,000","-21,299,000","-24,247,000","4,800,000","3,300,000","1,600,000","800,000","700,000","400,000","100,000",,,,
NormalizedEBITDA,"88,287,000,000","27,949,000,000","24,044,000,000","19,894,000,000","16,400,000,000","15,879,000,000","13,111,000,000","13,152,000,000","12,936,000,000","13,345,000,000","13,887,000,000","15,870,000,000","16,502,000,000","15,797,000,000","12,828,000,000","11,706,000,000","9,552,000,000","10,678,000,000","8,591,000,000","8,474,000,000","9,621,000,000","7,999,000,000","7,526,000,000","6,578,000,000","5,917,000,000","5,707,000,000","3,456,000,000","3,442,000,000","3,527,000,000","3,596,000,000","2,693,000,000","3,204,000,000","3,000,000,000","2,805,000,000","1,962,000,000","1,980,000,000","1,562,000,000","1,883,000,000","662,000,000","1,127,000,000","1,172,000,000","1,453,000,000","827,000,000","806,000,000","814,000,000","1,026,000,000","554,000,000","652,000,000","562,000,000","652,000,000","425,000,000","484,000,000","521,000,000","687,000,000","453,000,000","435,000,000","527,000,000","591,000,000","365,000,000","270,000,000","343,000,000","374,000,000","251,000,000","306,000,000","291,000,000","362,000,000","205,000,000","192,000,000","226,000,000","267,000,000","123,000,000","106,000,000","159,000,000","219,000,000","103,000,000","139,000,000","162,000,000","197,545,000","102,000,000","122,000,000","154,900,000","161,681,000","75,725,000","66,889,000","64,438,000","-1,446,000","54,948,000","28,982,000","39,735,000","126,722,000","41,033,000","47,177,000","28,453,000","48,731,000","54,642,000","10,622,000","-6,431,000","-103,498,000","7,824,000","-13,883,000","6,312,000","-29,694,000","-24,900,000","-12,900,000","-9,500,000","-8,800,000","-8,400,000","-6,500,000","-2,600,000","-13,300,000","4,200,000","2,200,000","900,000"
TaxRateForCalcs,"0.19","0.224","0.189","0.106","0.23","0.21","0.023","0.24","0.27","0.041","0.268","0.101","0.21","0.073","0.084","0.158","0.22","0.194","0.188","0.089","0.19","0.098","0.15","0.028","0.15","0.007","0.184","0.4","0.24","0.354","0.4","0.26","0.4","0.4","0.4","0.4","0.4","0.35","0.323","0.35","0.35","0.396","0.279","0.35","0.35","0.35","0.35","0.35","0.35","0.315","0.35","0.218","0.29","0.168","0.271","0.296","0.249","0.178","0.229","0.218","0.278","0.264","0.324","0.221","0.3","0.263","0.355","0.297","0.229","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.053","0.062","0.4","0.4","0.4","0","0","0.4","0","0","0","0.4","0","0","0","0","0","0","0","0.4","0","0","0","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"211,380,035.679","60,407,715.914","204,700,303.552","10,418,088.06","-77,101,238.165","-630,420,000","18,210,937.5","-1,321,781,002.639","-2,305,449,572.65","486,559,260.747","-35,064,889.919","124,359,045.634","351,284,378.652","0","77,883,389.631","105,343,835.396","-89,068,873.781","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1,112,903.226","4,488,448.845","7,780,219.78","-1,548,076.923","898,550.725","526,690.391","-354,838.71","-594,594.595","-229,166.667","0","-400,000","4,000,000","-800,000","0","0","6,800,000","0","-14,189,200","0","185,185.185","40,000","-16,248,000","-4,808,800","0","0","24,672,400","0","0","0","-10,362,400","0","0","0","0","0","0","0","-19,819,200","0","0","0","-9,698,800","1,920,000","1,320,000","640,000","320,000","280,000","160,000","40,000","0","0","0","0"
