name,ttm,12/31/2023,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996
		RestructuringAndMergernAcquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140,000","0","0","0","-5,158,000","36,757,000","0","9,974,000","4,681,000","3,994,000","58,650,000","114,260,000",,"11,791,000","2,449,000","2,019,000","-167,183,000","1,779,000","3,809,000","399,000","24,247,000","20,512,000",,,,,,,,,,
		ImpairmentOfCapitalAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"913,000","1,212,000","1,374,000","1,979,000","37,537,000","41,835,000","50,830,000","50,831,000","79,210,000","79,194,000","80,413,000","82,955,000",,"74,343,000","37,150,000","20,900,000",,,,,,,,,,,,
		WriteOff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,660,000","-139,000","-13,407,000","-5,579,000","-1,343,000","-1,071,000","3,579,000","585,000",,"98,000","5,390,000",,,,,"114,260,000",,,,"2,019,000",,,,,,,,,,,,,,,,
		OtherSpecialCharges,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,"6,157,000",,"37,849,000","-5,444,000",,"-5,611,000","0","65,828,000","-10,137,000","-22,400,000",,"-15,719,000","3,272,000","4,774,000","366,000","-2,159,000",,,,,,,,,,,,,,
		GainOnSaleOfPPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"47,000","-17,000",,,"4,000","-23,000",,,,,,,,,,,,,,,,,,,,,
	OtherNonOperatingIncomeExpenses,"-177,000,000","19,000,000","-51,000,000","-37,000,000","-108,000,000","-448,000,000","-18,000,000","-40,000,000","-34,000,000","-35,000,000","-32,000,000","24,000,000","24,000,000","1,206,000,000","-7,000,000","-20,000,000","-1,000,000","418,000,000","-353,000,000","-27,000,000","164,000,000","-199,000,000","-93,000,000","-129,000,000","239,000,000","17,000,000","143,000,000","137,000,000","48,000,000","15,000,000","8,000,000","-14,000,000","81,000,000","-69,000,000","-56,000,000",,"-130,000,000","-95,000,000","-50,000,000","22,000,000","5,000,000","-29,000,000","9,000,000","-38,000,000","-77,000,000","-49,000,000","18,000,000","50,000,000","-99,000,000",,"52,000,000","23,000,000","-18,000,000",,"22,000,000","24,000,000","3,000,000","20,000,000","11,000,000","19,000,000","4,000,000","8,000,000",,"-1,000,000","2,000,000","0","-2,000,000","-4,000,000","-1,000,000",,"6,000,000","3,000,000","-2,000,000","-31,000,000","6,000,000",,"17,000,000","4,494,000","-5,000,000","13,000,000","20,700,000","-2,765,000","1,132,000","302,000","-1,077,000","-95,285,000","523,000","-484,000","-584,000","5,365,000","-2,408,000","-894,000","-3,884,000","-5,365,000","15,719,000","-3,272,000","-4,774,000",,"2,159,000","-74,000","-49,000",,,,,,,,,,,,
PretaxIncome,"37,557,000,000","13,686,000,000","12,189,000,000","7,563,000,000","4,119,000,000","-962,000,000","2,944,000,000","-2,653,000,000","-5,265,000,000","14,934,000,000","4,315,000,000","8,634,000,000","10,268,000,000","7,765,000,000","6,809,000,000","6,221,000,000","3,383,000,000","4,053,000,000","2,632,000,000","2,889,000,000","4,401,000,000","3,350,000,000","3,390,000,000","2,605,000,000","1,916,000,000","1,871,000,000","316,000,000","666,000,000","953,000,000","1,166,000,000","491,000,000","1,179,000,000","1,056,000,000","938,000,000","247,000,000","362,000,000","21,000,000","429,000,000","-634,000,000","-27,000,000","120,000,000","452,000,000","-43,000,000","17,000,000","81,000,000","337,000,000","-22,000,000","146,000,000","84,000,000","273,000,000","130,000,000","225,000,000","307,000,000","507,000,000","292,000,000","297,000,000","401,000,000","471,000,000","262,000,000","179,000,000","248,000,000","303,000,000","182,000,000","208,000,000","207,000,000","281,000,000","124,000,000","111,000,000","144,000,000","188,000,000","38,000,000","54,000,000","96,000,000","161,000,000","51,000,000","108,000,000","108,000,000","114,107,000","57,000,000","81,000,000","109,000,000","73,154,000","15,563,000","-43,314,000","-10,121,000","3,351,000","-34,523,000","-92,385,000","-22,207,000","6,942,000","-164,892,000","-158,044,000","-210,433,000","-507,581,000","-172,203,000","-206,732,000","-220,161,000",,"-173,721,000","-128,414,000","-57,744,000",,,,,,,,,,,,
TaxProvision,"7,120,000,000","3,062,000,000","2,306,000,000","804,000,000","948,000,000","-1,227,000,000","69,000,000","-637,000,000","-1,422,000,000","612,000,000","1,155,000,000","868,000,000","2,156,000,000","565,000,000","569,000,000","984,000,000","744,000,000","786,000,000","494,000,000","257,000,000","836,000,000","327,000,000","508,000,000","74,000,000","287,000,000","14,000,000","58,000,000","467,000,000","229,000,000","413,000,000","229,000,000","307,000,000","475,000,000","452,000,000","161,000,000","266,000,000","71,000,000","205,000,000","-205,000,000","94,000,000","73,000,000","179,000,000","-12,000,000","13,000,000","-18,000,000","194,000,000","83,000,000","109,000,000","43,000,000","86,000,000","67,000,000","49,000,000","89,000,000","85,000,000","79,000,000","88,000,000","100,000,000","84,000,000","60,000,000","39,000,000","69,000,000","80,000,000","59,000,000","46,000,000","62,000,000","74,000,000","44,000,000","33,000,000","33,000,000","91,000,000","19,000,000","32,000,000","45,000,000","-38,000,000","21,000,000","56,000,000","56,000,000",,"3,000,000","5,000,000","-2,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EarningsFromEquityInterestNetOfTax,"-12,000,000","0","-4,000,000","-9,000,000","1,000,000","13,000,000","-3,000,000","-12,000,000","-1,000,000","1,000,000","-4,000,000","12,000,000","-5,000,000","22,000,000","91,000,000","6,000,000","-104,000,000","1,000,000","-4,000,000","-7,000,000","-4,000,000","4,000,000","1,000,000","3,000,000","0","0","-2,000,000","-2,000,000","0","-4,000,000","-10,000,000","-15,000,000","-68,000,000","-4,000,000","-7,000,000","-4,000,000","-7,000,000","-10,000,000","-8,000,000","-5,000,000","61,000,000","-33,000,000","-10,000,000","-11,000,000","-17,000,000","-45,000,000","-169,000,000","-30,000,000","89,000,000","-10,000,000","0","15,000,000","-17,000,000","-6,000,000","18,000,000","-2,000,000","-2,000,000","-3,000,000","-3,000,000","2,000,000","-2,000,000","2,000,000","-5,000,000","-4,000,000","-2,000,000",,"0","0","0",,,,,,"0",,,,"0",,,"0","0","0","-436,000","-700,000","-557,000","-1,168,000","-1,744,000","-1,855,000","-4,982,000","-10,315,000","-13,175,000","-37,559,000","-68,321,000","-110,452,000","-88,264,000",,"-23,359,000","-9,594,000","-3,923,000",,,,,,,,,,,,
NetIncomeCommonStockholders,"30,425,000,000","10,624,000,000","9,879,000,000","6,750,000,000","3,172,000,000","278,000,000","2,872,000,000","-2,028,000,000","-3,844,000,000","14,323,000,000","3,156,000,000","7,778,000,000","8,107,000,000","7,222,000,000","6,331,000,000","5,243,000,000","2,535,000,000","3,268,000,000","2,134,000,000","2,625,000,000","3,561,000,000","3,027,000,000","2,883,000,000","2,534,000,000","1,629,000,000","1,857,000,000","256,000,000","197,000,000","724,000,000","749,000,000","252,000,000","857,000,000","513,000,000","482,000,000","79,000,000","92,000,000","-57,000,000","214,000,000","-437,000,000","-126,000,000","108,000,000","240,000,000","-41,000,000","-7,000,000","82,000,000","98,000,000","-274,000,000","7,000,000","130,000,000","177,000,000","63,000,000","191,000,000","201,000,000","416,000,000","231,000,000","207,000,000","299,000,000","384,000,000","199,000,000","142,000,000","177,000,000","225,000,000","118,000,000","158,000,000","143,000,000","207,000,000","80,000,000","78,000,000","111,000,000","97,000,000","19,000,000","22,000,000","51,000,000","199,000,000","30,000,000","52,000,000","78,000,000","346,688,000","54,000,000","76,000,000","111,000,000","73,154,000","15,563,000","-43,314,000","-10,121,000","2,651,000","-35,080,000","-93,553,000","-23,150,000","5,087,000","-169,874,000","-168,359,000","-234,131,000","-545,140,000","-240,524,000","-317,184,000","-308,425,000","-323,213,000","-197,080,000","-138,008,000","-61,667,000","-46,427,000","-45,200,000","-21,200,000","-10,400,000","-9,300,000","-8,500,000","-6,700,000","-3,000,000","-2,300,000","-2,400,000","-800,000","-300,000"
	NetIncome,"30,425,000,000","10,624,000,000","9,879,000,000","6,750,000,000","3,172,000,000","278,000,000","2,872,000,000","-2,028,000,000","-3,844,000,000","14,323,000,000","3,156,000,000","7,778,000,000","8,107,000,000","7,222,000,000","6,331,000,000","5,243,000,000","2,535,000,000","3,268,000,000","2,134,000,000","2,625,000,000","3,561,000,000","3,027,000,000","2,883,000,000","2,534,000,000","1,629,000,000","1,857,000,000","256,000,000","197,000,000","724,000,000","749,000,000","252,000,000","857,000,000","513,000,000","482,000,000","79,000,000","92,000,000","-57,000,000","214,000,000","-437,000,000","-126,000,000","108,000,000","240,000,000","-41,000,000","-7,000,000","82,000,000","98,000,000","-274,000,000","7,000,000","130,000,000","177,000,000","63,000,000","191,000,000","201,000,000","416,000,000","231,000,000","207,000,000","299,000,000","384,000,000","199,000,000","142,000,000","177,000,000","225,000,000","118,000,000","158,000,000","143,000,000","207,000,000","80,000,000","78,000,000","111,000,000","97,000,000","19,000,000","22,000,000","51,000,000","173,000,000","30,000,000","52,000,000","52,000,000","346,688,000","54,000,000","76,000,000","111,000,000","73,154,000","15,563,000","-43,314,000","-10,121,000","2,651,000","-35,080,000","-93,553,000","-23,951,000","5,087,000","-169,874,000","-168,359,000","-223,608,000","-545,140,000","-240,524,000","-317,184,000","-308,425,000","-323,213,000","-197,080,000","-138,008,000","-61,667,000","-46,427,000","-45,200,000","-21,200,000","-10,400,000","-9,300,000","-8,500,000","-6,700,000","-3,000,000","-2,300,000","-2,400,000","-800,000","-300,000"
		NetIncomeIncludingNoncontrollingInterests,"30,425,000,000","10,624,000,000","9,879,000,000","6,750,000,000","3,172,000,000","278,000,000","2,872,000,000","-2,028,000,000","-3,844,000,000","14,323,000,000","3,156,000,000","7,778,000,000","8,107,000,000","7,222,000,000","6,331,000,000","5,243,000,000","2,535,000,000","3,268,000,000","2,134,000,000","2,625,000,000","3,561,000,000","3,027,000,000","2,883,000,000","2,534,000,000","1,629,000,000","1,857,000,000","256,000,000","197,000,000","724,000,000","749,000,000","252,000,000","857,000,000","513,000,000","482,000,000","79,000,000","92,000,000","-57,000,000","214,000,000","-437,000,000","-126,000,000","108,000,000","240,000,000","-41,000,000","-7,000,000","82,000,000","98,000,000","-274,000,000","7,000,000","130,000,000","177,000,000","63,000,000","191,000,000","201,000,000","416,000,000","231,000,000","207,000,000","299,000,000","384,000,000","199,000,000","142,000,000","177,000,000","225,000,000","118,000,000","158,000,000","143,000,000","207,000,000","80,000,000","78,000,000","111,000,000","97,000,000","19,000,000","22,000,000","51,000,000","173,000,000","30,000,000","52,000,000","52,000,000","346,688,000","54,000,000","76,000,000","111,000,000","73,154,000","15,563,000","-43,314,000","-10,121,000","2,651,000","-35,080,000","-93,553,000","-23,951,000","5,087,000","-169,874,000","-168,359,000","-223,608,000","-545,140,000","-240,524,000","-317,184,000","-308,425,000","-323,213,000","-197,080,000","-138,008,000","-61,667,000","-46,427,000","-45,200,000","-21,200,000","-10,400,000","-9,300,000","-8,500,000","-6,700,000","-3,000,000","-2,300,000","-2,400,000","-800,000","-300,000"
			NetIncomeContinuousOperations,"30,425,000,000","10,624,000,000","9,879,000,000","6,750,000,000","3,172,000,000","278,000,000","2,872,000,000","-2,028,000,000","-3,844,000,000","14,323,000,000","3,156,000,000","7,778,000,000","8,107,000,000","7,222,000,000","6,331,000,000","5,243,000,000","2,535,000,000","3,268,000,000","2,134,000,000","2,625,000,000","3,561,000,000","3,027,000,000","2,883,000,000","2,534,000,000","1,629,000,000","1,857,000,000","256,000,000","197,000,000","724,000,000","749,000,000","252,000,000","857,000,000","513,000,000","482,000,000","79,000,000","92,000,000","-57,000,000","214,000,000","-437,000,000","-126,000,000","108,000,000","240,000,000","-41,000,000","-7,000,000","82,000,000","98,000,000","-274,000,000","7,000,000","130,000,000","177,000,000","63,000,000","191,000,000","201,000,000","416,000,000","231,000,000","207,000,000","299,000,000","384,000,000","199,000,000","142,000,000","177,000,000","225,000,000","118,000,000","158,000,000","143,000,000","207,000,000","80,000,000","78,000,000","111,000,000","97,000,000","19,000,000","22,000,000","51,000,000","173,000,000","30,000,000","52,000,000","52,000,000","346,688,000","54,000,000","76,000,000","111,000,000","73,154,000","15,563,000","-43,314,000","-10,121,000","2,651,000","-35,080,000","-93,553,000","-23,951,000","5,087,000","-169,874,000","-168,359,000","-223,608,000","-545,140,000","-240,524,000","-317,184,000","-308,425,000","-323,213,000","-197,080,000","-138,008,000","-61,667,000","-46,427,000","-45,200,000","-21,200,000","-10,400,000","-9,300,000","-8,500,000","-6,700,000","-3,000,000","-2,300,000","-2,400,000","-800,000","-300,000"
			NetIncomeExtraordinary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,"26,000,000",,,,,,,,,"0",,,"801,000","0",,,"-10,523,000",,,,,,,,,,,,,,,,,,,,
	OtherunderPreferredStockDividend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","0","0",,"0","0","-26,000,000",,,"0","0","0","0","0","0","0","0","0","-801,000","0","0","0","10,523,000",,"0","0","0",,,,,,,,,,,,,,,,
DilutedNIAvailtoComStockholders,"30,425,000,000","10,624,000,000","9,879,000,000","6,750,000,000","3,172,000,000","278,000,000","2,872,000,000","-2,028,000,000","-3,844,000,000","14,323,000,000","3,156,000,000","7,778,000,000","8,107,000,000","7,222,000,000","6,331,000,000","5,243,000,000","2,535,000,000","3,268,000,000","2,134,000,000","2,625,000,000","3,561,000,000","3,027,000,000","2,883,000,000","2,534,000,000","1,629,000,000","1,857,000,000","256,000,000","197,000,000","724,000,000","749,000,000","252,000,000","857,000,000","513,000,000","482,000,000","79,000,000","92,000,000","-57,000,000","214,000,000","-437,000,000","-126,000,000","108,000,000","240,000,000","-41,000,000","-7,000,000","82,000,000","98,000,000","-274,000,000","7,000,000","130,000,000","177,000,000","63,000,000","191,000,000","201,000,000","416,000,000","231,000,000","207,000,000","299,000,000","384,000,000","199,000,000","142,000,000","177,000,000","225,000,000","118,000,000","158,000,000","143,000,000","207,000,000","80,000,000","78,000,000","111,000,000","97,000,000","19,000,000","22,000,000","51,000,000","199,000,000","30,000,000","52,000,000","78,000,000","346,688,000","54,000,000","76,000,000","111,000,000","73,154,000","15,563,000","-43,314,000","-10,121,000","2,651,000","-35,080,000","-93,553,000","-23,150,000","5,087,000","-169,874,000","-168,359,000","-234,131,000","-545,140,000","-240,524,000","-317,184,000","-308,425,000","-323,213,000","-197,080,000","-138,008,000","-61,667,000","-46,427,000","-45,200,000","-21,200,000","-10,400,000","-9,300,000","-8,500,000","-6,700,000","-3,000,000","-2,300,000","-2,400,000","-800,000","-300,000"
BasicEPS,"2.95","1.03","0.96","0.66","0.31","0.03","0.28","-0.2","-0.378","1.411","0.312","0.77","0.805","0.719","0.632","0.525","0.255","0.329","0.216","0.266","0.362","0.309","0.296","0.261","0.168","0.193","0.027","0.021","0.076","0.079","0.027","0.091","0.055","0.052","0.009","0.01","-0.006","0.023","-0.048","-0.014","0.012","0.026","-0.005","-0.001","0.009","0.011","-0.03","0.001","0.015","0.02","0.007","0.021","0.022","0.047","0.026","0.023","0.034","0.044","0.023","0.017","0.021",,"0.014","0.019","0.017",,"0.01","0.01","0.014",,"0.003","0.003","0.006",,"0.004","0.007","0.01",,"0.007","0.01","0.014",,"0.002","-0.006","-0.002",,"-0.005","-0.013","-0.003",,"-0.023","-0.024","-0.033",,"-0.034","-0.046","-0.045",,"-0.03","-0.022","-0.01",,"-0.008","-0.004","-0.002",,"-0.002","-0.002","-0.001",,"-0.001","-0.001","-0"
DilutedEPS,"2.9","1","0.94","0.65","0.31","0.03","0.28","-0.2","-0.378","1.388","0.306","0.756","0.79","0.705","0.619","0.515","0.251","0.324","0.212","0.261","0.355","0.302","0.288","0.254","0.164","0.188","0.026","0.02","0.074","0.077","0.026","0.089","0.054","0.05","0.009","0.01","-0.006","0.023","-0.048","-0.014","0.012","0.026","-0.005","-0.001","0.009","0.011","-0.03","0.001","0.014","0.019","0.007","0.021","0.022","0.046","0.026","0.023","0.033","0.043","0.023","0.016","0.021",,"0.014","0.019","0.017",,"0.01","0.01","0.013",,"0.003","0.003","0.006",,"0.004","0.006","0.009",,"0.007","0.009","0.013",,"0.002","-0.006","-0.002",,"-0.005","-0.013","-0.003",,"-0.023","-0.024","-0.033",,"-0.034","-0.046","-0.045",,"-0.03","-0.022","-0.01",,"-0.008","-0.004","-0.002",,"-0.002","-0.002","-0.001",,"-0.001","-0.001","-0"
BasicAverageShares,"10,304,000,000","10,356,000,000","10,322,000,000","10,285,000,000","10,250,000,000","10,220,000,000","10,191,000,000","10,175,000,000","10,180,000,000","10,160,000,000","10,140,000,000","10,100,000,000","10,080,000,000","10,040,000,000","10,020,000,000","10,000,000,000","9,960,000,000","9,920,000,000","9,900,000,000","9,860,000,000","9,820,000,000","9,800,000,000","9,760,000,000","9,720,000,000","9,680,000,000","9,660,000,000","9,620,000,000","9,580,000,000","9,540,000,000","9,520,000,000","9,480,000,000","9,460,000,000","9,420,000,000","9,400,000,000","9,360,000,000","9,340,000,000","9,300,000,000","9,280,000,000","9,260,000,000","9,220,000,000","9,200,000,000","9,160,000,000","9,140,000,000","9,120,000,000","9,100,000,000","9,080,000,000","9,040,000,000","9,020,000,000","9,060,000,000","9,100,000,000","9,080,000,000","9,060,000,000","9,020,000,000","9,000,000,000","8,960,000,000","8,940,000,000","8,900,000,000","8,800,000,000","8,640,000,000","8,620,000,000","8,580,000,000",,"8,540,000,000","8,400,000,000","8,340,000,000",,"8,280,000,000","8,240,000,000","8,240,000,000",,"8,340,000,000","8,360,000,000","8,340,000,000",,"8,260,000,000","8,220,000,000","8,200,000,000",,"8,140,000,000","8,100,000,000","8,080,000,000",,"7,958,240,000","7,877,520,000","7,770,820,000",,"7,593,000,000","7,538,740,000","7,460,620,000",,"7,361,040,000","7,195,040,000","7,148,480,000",,"7,079,080,000","6,997,720,000","6,877,680,000",,"6,649,760,000","6,446,800,000","6,275,880,000",,"6,026,666,667","5,300,000,000","5,200,000,000",,"5,666,666,667","4,466,666,667","5,731,880,000",,"4,800,000,000","1,600,000,000","3,500,000,000"
DilutedAverageShares,"10,492,000,000","10,610,000,000","10,558,000,000","10,449,000,000","10,347,000,000","10,308,000,000","10,331,000,000","10,175,000,000","10,180,000,000","10,320,000,000","10,300,000,000","10,280,000,000","10,260,000,000","10,260,000,000","10,240,000,000","10,180,000,000","10,120,000,000","10,100,000,000","10,080,000,000","10,060,000,000","10,040,000,000","10,020,000,000","10,020,000,000","10,000,000,000","9,960,000,000","9,920,000,000","9,880,000,000","9,840,000,000","9,800,000,000","9,720,000,000","9,700,000,000","9,660,000,000","9,620,000,000","9,620,000,000","9,560,000,000","9,520,000,000","9,300,000,000","9,440,000,000","9,260,000,000","9,220,000,000","9,360,000,000","9,340,000,000","9,140,000,000","9,120,000,000","9,260,000,000","9,220,000,000","9,200,000,000","9,160,000,000","9,200,000,000","9,240,000,000","9,220,000,000","9,200,000,000","9,180,000,000","9,160,000,000","9,120,000,000","9,100,000,000","9,080,000,000","9,000,000,000","8,820,000,000","8,800,000,000","8,740,000,000",,"8,720,000,000","8,600,000,000","8,520,000,000",,"8,500,000,000","8,460,000,000","8,400,000,000",,"8,480,000,000","8,520,000,000","8,520,000,000",,"8,560,000,000","8,500,000,000","8,480,000,000",,"8,500,000,000","8,500,000,000","8,500,000,000",,"8,456,040,000","7,877,520,000","7,770,820,000",,"7,593,000,000","7,538,740,000","7,460,620,000",,"7,361,040,000","7,195,040,000","7,148,480,000",,"7,079,080,000","6,997,720,000","6,877,680,000",,"6,649,760,000","6,446,800,000","6,275,880,000",,"6,026,666,667","5,300,000,000","5,200,000,000",,"5,666,666,667","4,466,666,667","5,731,880,000",,"4,800,000,000","1,600,000,000","3,500,000,000"
TotalOperatingIncomeAsReported,"36,852,000,000","13,209,000,000","11,188,000,000","7,681,000,000","4,774,000,000","2,737,000,000","2,525,000,000","3,317,000,000","3,669,000,000","3,460,000,000","4,852,000,000","7,702,000,000","8,865,000,000","6,873,000,000","6,194,000,000","5,843,000,000","3,989,000,000","3,879,000,000","3,157,000,000","3,084,000,000","4,420,000,000","3,786,000,000","3,724,000,000","2,983,000,000","1,927,000,000","2,127,000,000","347,000,000","628,000,000","1,005,000,000","1,255,000,000","575,000,000","1,285,000,000","1,071,000,000","1,109,000,000","406,000,000","464,000,000","255,000,000","590,000,000","-544,000,000","-15,000,000","146,000,000","510,000,000","-25,000,000","79,000,000","181,000,000","405,000,000","-28,000,000","107,000,000","192,000,000","260,000,000","79,000,000","201,000,000","322,000,000","474,000,000","268,000,000","270,000,000","394,000,000","476,000,000","251,000,000","159,000,000","244,000,000","273,000,000","154,000,000","217,000,000","198,000,000","271,000,000","123,000,000","116,000,000","145,000,000","197,000,000","40,000,000","47,000,000","106,000,000","165,000,000","55,000,000","104,000,000","108,000,000","162,442,000","81,000,000","86,000,000","110,000,000","137,616,000","51,931,000","41,823,000","39,225,000","70,523,000","-9,645,000","1,472,000","1,774,000","14,525,000","-70,334,000","-139,840,000","-216,608,000","-322,096,000","-163,515,000","-180,377,000","-197,892,000","-236,908,000","-167,109,000","-112,880,000","-51,981,000","-42,069,000","-41,600,000","-17,000,000","-9,900,000","-9,700,000","-9,200,000","-7,000,000","-3,200,000",,,,
TotalExpenses,"537,933,000,000","156,752,000,000","131,895,000,000","126,702,000,000","122,584,000,000","146,467,000,000","124,576,000,000","117,917,000,000","112,775,000,000","133,952,000,000","105,960,000,000","105,378,000,000","99,653,000,000","118,682,000,000","89,951,000,000","83,069,000,000","71,463,000,000","83,557,000,000","66,824,000,000","60,320,000,000","55,280,000,000","68,597,000,000","52,852,000,000","49,903,000,000","49,115,000,000","58,326,000,000","43,397,000,000","37,327,000,000","34,709,000,000","42,486,000,000","32,139,000,000","29,119,000,000","28,057,000,000","34,638,000,000","24,952,000,000","22,721,000,000","22,462,000,000","28,739,000,000","21,123,000,000","19,355,000,000","19,595,000,000","25,077,000,000","17,117,000,000","15,625,000,000","15,889,000,000","20,863,000,000","13,834,000,000","12,727,000,000","12,993,000,000","17,171,000,000","10,797,000,000","9,712,000,000","9,535,000,000","12,473,000,000","7,292,000,000","6,296,000,000","6,737,000,000","9,044,000,000","5,198,000,000","4,492,000,000","4,645,000,000","6,430,000,000","4,110,000,000","3,846,000,000","3,937,000,000","5,401,000,000","3,139,000,000","2,770,000,000","2,870,000,000","3,789,000,000","2,267,000,000","2,092,000,000","2,173,000,000","2,812,000,000","1,803,000,000","1,649,000,000","1,794,000,000","2,378,517,000","1,382,000,000","1,301,000,000","1,420,000,000","1,805,264,000","1,082,525,000","1,058,089,000","1,044,334,000","1,362,332,000","824,187,000","804,133,000","835,674,000","1,058,428,000","663,786,000","697,985,000","751,873,000","1,031,194,000","710,388,000","675,391,000","686,807,000","865,439,000","446,764,000","386,298,000","324,325,000","270,715,000","195,200,000","133,000,000","97,300,000","75,800,000","47,100,000","34,900,000","19,200,000",,,,
NetIncomeFromContinuingAndDiscontinuedOperation,"30,425,000,000","10,624,000,000","9,879,000,000","6,750,000,000","3,172,000,000","278,000,000","2,872,000,000","-2,028,000,000","-3,844,000,000","14,323,000,000","3,156,000,000","7,778,000,000","8,107,000,000","7,222,000,000","6,331,000,000","5,243,000,000","2,535,000,000","3,268,000,000","2,134,000,000","2,625,000,000","3,561,000,000","3,027,000,000","2,883,000,000","2,534,000,000","1,629,000,000","1,857,000,000","256,000,000","197,000,000","724,000,000","749,000,000","252,000,000","857,000,000","513,000,000","482,000,000","79,000,000","92,000,000","-57,000,000","214,000,000","-437,000,000","-126,000,000","108,000,000","240,000,000","-41,000,000","-7,000,000","82,000,000","98,000,000","-274,000,000","7,000,000","130,000,000","177,000,000","63,000,000","191,000,000","201,000,000","416,000,000","231,000,000","207,000,000","299,000,000","384,000,000","199,000,000","142,000,000","177,000,000","225,000,000","118,000,000","158,000,000","143,000,000","207,000,000","80,000,000","78,000,000","111,000,000","97,000,000","19,000,000","22,000,000","51,000,000","173,000,000","30,000,000","52,000,000","52,000,000","346,688,000","54,000,000","76,000,000","111,000,000","73,154,000","15,563,000","-43,314,000","-10,121,000","2,651,000","-35,080,000","-93,553,000","-23,951,000","5,087,000","-169,874,000","-168,359,000","-223,608,000","-545,140,000","-240,524,000","-317,184,000","-308,425,000","-323,213,000","-197,080,000","-138,008,000","-61,667,000","-46,427,000","-45,200,000","-21,200,000","-10,400,000","-9,300,000","-8,500,000","-6,700,000","-3,000,000","-2,300,000","-2,400,000","-800,000","-300,000"
