Date,Date,Open,y_label,OperatingCashFlow,"	CashFlowFromContinuingOperatingActivities","		NetIncomeFromContinuingOperations","		OperatingGainsLosses","			GainLossOnSaleOfPPE","			NetForeignCurrencyExchangeGainLoss","			GainLossOnInvestmentSecurities","		DepreciationAmortizationDepletion","			DepreciationAndAmortization","				Depreciation","		DeferredTax","			DeferredIncomeTax","		AssetImpairmentCharge","		UnrealizedGainLossOnInvestmentSecurities","		StockBasedCompensation","		OtherNonCashItems","		ChangeInWorkingCapital","			ChangeInReceivables","				ChangesInAccountReceivables","			ChangeInInventory","			ChangeInPrepaidAssets","			ChangeInPayablesAndAccruedExpense","				ChangeInPayable","					ChangeInAccountPayable","				ChangeInAccruedExpense","			ChangeInOtherCurrentAssets","			ChangeInOtherCurrentLiabilities","			ChangeInOtherWorkingCapital",InvestingCashFlow,"	CashFlowFromContinuingInvestingActivities","		NetPPEPurchaseAndSale","			PurchaseOfPPE","		NetIntangiblesPurchaseAndSale","			PurchaseOfIntangibles","			SaleOfIntangibles","		NetBusinessPurchaseAndSale","			PurchaseOfBusiness","		NetInvestmentPurchaseAndSale","			PurchaseOfInvestment","			SaleOfInvestment","		NetOtherInvestingChanges",FinancingCashFlow,"	CashFlowFromContinuingFinancingActivities","		NetIssuancePaymentsOfDebt","			NetLongTermDebtIssuance","				LongTermDebtIssuance","				LongTermDebtPayments","		NetCommonStockIssuance","			CommonStockIssuance","		NetPreferredStockIssuance","			PreferredStockIssuance","		ProceedsFromStockOptionExercised","		NetOtherFinancingCharges",EndCashPosition,"	ChangesInCash","	EffectOfExchangeRateChanges","	BeginningCashPosition",IncomeTaxPaidSupplementalData,InterestPaidSupplementalData,CapitalExpenditure,IssuanceOfCapitalStock,IssuanceOfDebt,RepaymentOfDebt,FreeCashFlow,Date,TotalRevenue,"	OperatingRevenue",CostOfRevenue,GrossProfit,OperatingExpense,"	SellingGeneralAndAdministration","	ResearchAndDevelopment",OperatingIncome,NetNonOperatingInterestIncomeExpense,"	InterestIncomeNonOperating","	InterestExpenseNonOperating",OtherIncomeExpense,"	SpecialIncomeCharges","		RestructuringAndMergernAcquisition","	OtherNonOperatingIncomeExpenses",PretaxIncome,TaxProvision,NetIncomeCommonStockholders,"	NetIncome","		NetIncomeIncludingNoncontrollingInterests","			NetIncomeContinuousOperations","		MinorityInterests","	OtherunderPreferredStockDividend",AverageDilutionEarnings,DilutedNIAvailtoComStockholders,BasicEPS,DilutedEPS,BasicAverageShares,DilutedAverageShares,TotalOperatingIncomeAsReported,TotalExpenses,NetIncomeFromContinuingAndDiscontinuedOperation,NormalizedIncome,InterestIncome,InterestExpense,NetInterestIncome,EBIT,EBITDA,ReconciledCostOfRevenue,ReconciledDepreciation,NetIncomeFromContinuingOperationNetMinorityInterest,TotalUnusualItemsExcludingGoodwill,TotalUnusualItems,NormalizedEBITDA,TaxRateForCalcs,TaxEffectOfUnusualItems,Date,MarketCap,EnterpriseValue,PeRatio,ForwardPeRatio,PegRatio,PsRatio,PbRatio,EnterprisesValueRevenueRatio,EnterprisesValueEBITDARatio,Date,TotalAssets,"	CurrentAssets","		CashCashEquivalentsAndShortTermInvestments","			CashAndCashEquivalents","				CashFinancial","				CashEquivalents","			OtherShortTermInvestments","		Receivables","			AccountsReceivable","		Inventory","			RawMaterials","			WorkInProcess","			FinishedGoods","			OtherInventories","		PrepaidAssets","		RestrictedCash","		OtherCurrentAssets","	TotalNonCurrentAssets","		NetPPE","			GrossPPE","				Properties","				LandAndImprovements","				BuildingsAndImprovements","				MachineryFurnitureEquipment","				OtherProperties","				ConstructionInProgress","				Leases","			AccumulatedDepreciation","		GoodwillAndOtherIntangibleAssets","			Goodwill","			OtherIntangibleAssets","		InvestmentsAndAdvances","			OtherInvestments","		NonCurrentNoteReceivables","		NonCurrentDeferredAssets","			NonCurrentDeferredTaxesAssets","		OtherNonCurrentAssets",TotalLiabilitiesNetMinorityInterest,"	CurrentLiabilities","		PayablesAndAccruedExpenses","			Payables","				AccountsPayable","				TotalTaxPayable","			CurrentAccruedExpenses","				InterestPayable","		CurrentProvisions","		PensionandOtherPostRetirementBenefitPlansCurrent","		CurrentDebtAndCapitalLeaseObligation","			CurrentDebt","				LineOfCredit","				OtherCurrentBorrowings","			CurrentCapitalLeaseObligation","		CurrentDeferredLiabilities","			CurrentDeferredRevenue","		OtherCurrentLiabilities","	TotalNonCurrentLiabilitiesNetMinorityInterest","		LongTermProvisions","		LongTermDebtAndCapitalLeaseObligation","			LongTermDebt","			LongTermCapitalLeaseObligation","		NonCurrentDeferredLiabilities","			NonCurrentDeferredTaxesLiabilities","			NonCurrentDeferredRevenue","		NonCurrentAccruedExpenses","		DerivativeProductLiabilities","		PreferredSecuritiesOutsideStockEquity","		OtherNonCurrentLiabilities",TotalEquityGrossMinorityInterest,"	StockholdersEquity","		CapitalStock","			PreferredStock","			CommonStock","		AdditionalPaidInCapital","		RetainedEarnings","		GainsLossesNotAffectingRetainedEarnings","			OtherEquityAdjustments","	MinorityInterest",TotalCapitalization,CommonStockEquity,CapitalLeaseObligations,NetTangibleAssets,WorkingCapital,InvestedCapital,TangibleBookValue,TotalDebt,NetDebt,ShareIssued,OrdinarySharesNumber,TreasurySharesNumber
12/31/2023,03/01/24,200.520004,1,"4,37,00,00,000","4,37,00,00,000","7,94,30,00,000","17,30,00,000",0,"17,30,00,000",,"1,23,20,00,000","1,23,20,00,000",,,,"10,20,00,000",,"48,40,00,000","-1,30,00,000","79,80,00,000","-96,30,00,000","-96,30,00,000","75,80,00,000","-2,97,40,00,000","2,62,90,00,000",,,,"2,56,10,00,000",,"85,30,00,000","-4,80,40,00,000","-4,80,40,00,000","-2,30,70,00,000","-2,30,70,00,000",0,0,0,0,,"-2,49,70,00,000","-5,89,10,00,000","3,39,40,00,000",,"88,70,00,000","88,70,00,000","81,70,00,000","81,70,00,000","1,40,50,00,000","-58,80,00,000",,,,,"15,20,00,000","-8,20,00,000","17,18,90,00,000","45,30,00,000","14,60,00,000","16,59,00,00,000",,,"-2,30,70,00,000",,"1,40,50,00,000","-58,80,00,000","2,06,30,00,000",12/31/2023,"25,16,70,00,000","25,16,70,00,000","20,72,90,00,000","4,43,80,00,000","2,37,40,00,000","1,28,00,00,000","1,09,40,00,000","2,06,40,00,000","27,20,00,000","33,30,00,000","6,10,00,000","-14,50,00,000",0,0,"-14,50,00,000","2,19,10,00,000","-5,75,20,00,000","7,92,70,00,000","7,93,00,00,000","7,94,30,00,000","7,94,30,00,000","-1,30,00,000",,0,"7,92,70,00,000",,,,,"2,06,40,00,000","23,10,30,00,000","7,93,00,00,000","7,93,00,00,000","33,30,00,000","6,10,00,000","27,20,00,000","2,25,20,00,000","3,48,40,00,000","20,72,90,00,000","1,23,20,00,000","7,93,00,00,000",0,0,"3,48,40,00,000",0.21,0,12/31/2023,"7,89,89,83,87,235","7,72,00,83,87,235",80.155,70.922,2.909,9.015,14.802,30.675,221.587,12/31/2023,"1,06,61,80,00,000","49,61,60,00,000","29,09,40,00,000","16,39,80,00,000","15,90,30,00,000","49,50,00,000","12,69,60,00,000","3,50,80,00,000","3,50,80,00,000","13,62,60,00,000","5,39,00,00,000","2,01,60,00,000","5,04,90,00,000","1,17,10,00,000",,,"3,38,80,00,000","57,00,20,00,000","45,12,30,00,000","60,20,30,00,000","6,85,90,00,000","9,50,50,00,000",,"27,54,00,00,000","7,32,70,00,000","5,80,40,00,000","3,16,80,00,000","-15,08,00,00,000","61,50,00,000","25,30,00,000","36,20,00,000",,,,"6,73,30,00,000","6,73,30,00,000","4,53,10,00,000","43,00,90,00,000","28,74,80,00,000","21,22,70,00,000","15,63,50,00,000","14,43,10,00,000","1,20,40,00,000","5,59,20,00,000",,"21,90,00,000",,"3,04,50,00,000","1,97,50,00,000",0,"1,97,50,00,000","1,07,00,00,000","3,74,00,00,000","3,74,00,00,000","51,70,00,000","14,26,10,00,000",,"6,52,80,00,000","2,68,20,00,000","3,84,60,00,000","3,25,10,00,000",,"3,25,10,00,000","3,60,60,00,000",,,"87,60,00,000","63,60,90,00,000","62,63,40,00,000","30,00,000",0,"30,00,000","34,89,20,00,000","27,88,20,00,000","-14,30,00,000","-14,30,00,000","97,50,00,000","65,31,60,00,000","62,63,40,00,000","4,91,60,00,000","62,01,90,00,000","20,86,80,00,000","67,29,10,00,000","62,01,90,00,000","9,57,30,00,000",,"3,18,50,00,000","3,18,50,00,000",0
9/30/2023,12/01/23,233.139999,0,"3,30,80,00,000","3,30,80,00,000","1,87,80,00,000","-3,40,00,000",0,"-3,40,00,000",,"1,23,50,00,000","1,23,50,00,000",,,,"14,40,00,000",,"46,50,00,000","3,50,00,000","-41,50,00,000","88,10,00,000","88,10,00,000","16,30,00,000","32,70,00,000","-95,80,00,000",,,,"-1,27,20,00,000","44,20,00,000","20,00,000","-4,76,20,00,000","-4,76,20,00,000","-2,45,90,00,000","-2,45,90,00,000",0,0,0,"1,20,00,000",,"-2,31,50,00,000","-6,13,10,00,000","3,81,60,00,000",,"2,26,30,00,000","2,26,30,00,000","2,06,40,00,000","2,06,40,00,000",,"-46,20,00,000",,,,,"25,40,00,000","-5,50,00,000","16,59,00,00,000","80,90,00,000","-9,80,00,000","15,87,90,00,000",,,"-2,45,90,00,000",,,"-46,20,00,000","84,90,00,000",9/30/2023,"23,35,00,00,000","23,35,00,00,000","19,17,20,00,000","4,17,80,00,000","2,41,40,00,000","1,25,30,00,000","1,16,10,00,000","1,76,40,00,000","24,40,00,000","28,20,00,000","3,80,00,000","3,70,00,000",0,0,"3,70,00,000","2,04,50,00,000","16,70,00,000","1,85,10,00,000","1,85,30,00,000","1,87,80,00,000","1,87,80,00,000","-2,50,00,000","20,00,000",0,"1,85,10,00,000",0.58,0.53,"3,17,60,00,000","3,49,30,00,000","1,76,40,00,000","21,58,60,00,000","1,85,30,00,000","1,85,30,00,000","28,20,00,000","3,80,00,000","24,40,00,000","2,08,30,00,000","3,31,80,00,000","19,17,20,00,000","1,23,50,00,000","1,85,30,00,000",0,0,"3,31,80,00,000",0.08,0,9/30/2023,"7,94,19,68,95,532","7,76,93,28,95,532",71.288,55.249,2.125,9.253,15.557,33.273,234.157,9/30/2023,"93,94,10,00,000","45,02,60,00,000","26,07,70,00,000","15,93,20,00,000","14,77,90,00,000","1,15,30,00,000","10,14,50,00,000","2,52,00,00,000","2,52,00,00,000","13,72,10,00,000","5,81,70,00,000","2,24,60,00,000","4,55,00,00,000","1,10,80,00,000",,,"2,70,80,00,000","48,91,50,00,000","42,79,30,00,000","54,03,30,00,000",0,"8,58,40,00,000",,"24,42,10,00,000","11,79,50,00,000","6,34,10,00,000","2,89,20,00,000","-11,24,00,00,000","62,50,00,000","25,00,00,000","37,50,00,000",,,,,,"5,49,70,00,000","39,44,60,00,000","26,64,00,00,000","20,30,80,00,000","15,03,20,00,000","13,93,70,00,000","1,09,50,00,000","5,27,60,00,000",,"21,80,00,000",,"2,58,00,00,000","1,55,20,00,000",0,"1,55,20,00,000","1,02,80,00,000","3,10,00,00,000","3,10,00,00,000","43,40,00,000","12,80,60,00,000",,"5,60,70,00,000","2,15,20,00,000","3,45,50,00,000","3,05,90,00,000",,"3,05,90,00,000","3,34,60,00,000",,,"79,40,00,000","54,49,50,00,000","53,46,60,00,000","30,00,000",0,"30,00,000","34,20,10,00,000","19,95,40,00,000","-69,20,00,000","-69,20,00,000","1,02,90,00,000","55,61,80,00,000","53,46,60,00,000","4,48,30,00,000","52,84,10,00,000","18,38,60,00,000","57,17,00,00,000","52,84,10,00,000","8,18,70,00,000",,"3,17,90,00,000","3,17,90,00,000",0
6/30/2023,09/01/23,257.26001,0,"3,06,50,00,000","3,06,50,00,000","2,61,40,00,000","-25,80,00,000",,"-25,80,00,000",,"1,15,40,00,000","1,15,40,00,000","1,15,40,00,000",,,"16,70,00,000",,"44,50,00,000","4,40,00,000","-1,10,10,00,000","-47,20,00,000","-47,20,00,000","-57,60,00,000","7,40,00,000","13,70,00,000",,,,"-1,83,70,00,000","1,00,40,00,000","56,90,00,000","-3,53,40,00,000","-3,53,40,00,000","-2,06,00,00,000","-2,06,00,00,000",0,0,,,,"-1,39,80,00,000","-5,07,50,00,000","3,67,70,00,000",,"-32,80,00,000","-32,80,00,000","-35,70,00,000","-35,70,00,000",,"-35,70,00,000",,,,,"6,30,00,000","-3,40,00,000","15,87,90,00,000","-79,70,00,000","-9,40,00,000","16,77,00,00,000",,,"-2,06,00,00,000",,,"-35,70,00,000","1,00,50,00,000",6/30/2023,"24,92,70,00,000","24,92,70,00,000","20,39,40,00,000","4,53,30,00,000","2,13,40,00,000","1,19,10,00,000","94,30,00,000","2,39,90,00,000","21,00,00,000","23,80,00,000","2,80,00,000","32,80,00,000",0,0,"32,80,00,000","2,93,70,00,000","32,30,00,000","2,70,30,00,000","2,70,30,00,000","2,61,40,00,000","2,61,40,00,000","8,90,00,000",0,0,"2,70,30,00,000",0.85,0.78,"3,17,10,00,000","3,47,80,00,000","2,39,90,00,000","22,52,80,00,000","2,70,30,00,000","2,70,30,00,000","23,80,00,000","2,80,00,000","21,00,00,000","2,96,50,00,000","4,11,90,00,000","20,39,40,00,000","1,15,40,00,000","2,70,30,00,000",0,0,"4,11,90,00,000",0.11,0,6/30/2023,"8,30,85,79,80,000","8,14,02,99,80,000",76.991,76.336,2.894,10.57,17.29,32.657,197.628,6/30/2023,"90,59,10,00,000","43,87,50,00,000","23,07,50,00,000","15,29,60,00,000","15,02,30,00,000","27,30,00,000","7,77,90,00,000","3,44,70,00,000","3,44,70,00,000","14,35,60,00,000","5,96,80,00,000","2,20,20,00,000","5,19,30,00,000","99,30,00,000",,,"2,99,70,00,000","46,71,60,00,000","41,04,10,00,000","51,52,30,00,000",0,"8,43,50,00,000",,"23,32,10,00,000","11,48,00,00,000","5,56,00,00,000","2,72,70,00,000","-10,48,20,00,000","64,90,00,000","26,30,00,000","38,60,00,000",,,,,,"5,02,60,00,000","38,40,90,00,000","27,59,20,00,000","21,76,80,00,000","16,51,70,00,000","15,27,30,00,000","1,24,40,00,000","5,25,10,00,000",,"24,40,00,000",,"2,00,80,00,000","1,01,50,00,000",,"1,01,50,00,000","99,30,00,000","3,20,20,00,000","3,20,20,00,000","37,00,00,000","10,81,70,00,000",,"3,80,30,00,000","50,40,00,000","3,29,90,00,000","3,02,10,00,000",,"3,02,10,00,000","3,19,10,00,000",,,"80,20,00,000","52,18,20,00,000","51,13,00,00,000","30,00,000",0,"30,00,000","33,43,60,00,000","18,10,10,00,000","-41,00,00,000","-41,00,00,000","1,05,20,00,000","51,63,40,00,000","51,13,00,00,000","4,29,20,00,000","50,48,10,00,000","16,28,30,00,000","52,64,90,00,000","50,48,10,00,000","5,81,10,00,000",,"3,17,40,00,000","3,17,40,00,000",
3/31/2023,06/01/23,202.589996,0,"2,51,30,00,000","2,51,30,00,000","2,53,90,00,000","-2,50,00,000",,"-2,50,00,000",,"1,04,60,00,000","1,04,60,00,000","1,04,60,00,000",,,"5,00,00,000",,"41,80,00,000","1,50,00,000","-1,53,00,00,000","-3,20,00,000","-3,20,00,000","-1,54,00,00,000","-7,90,00,000","79,70,00,000",,,,"-1,40,40,00,000","62,00,00,000","10,80,00,000","-2,48,40,00,000","-2,48,40,00,000","-2,07,30,00,000","-2,07,30,00,000",0,0,,,,"-41,10,00,000","-2,01,50,00,000","1,60,40,00,000",,"-23,30,00,000","-23,30,00,000","-40,80,00,000","-40,80,00,000",,"-40,80,00,000",,,,,"23,10,00,000","-5,60,00,000","16,77,00,00,000","-20,40,00,000","5,00,00,000","16,92,40,00,000",,,"-2,07,30,00,000",,,"-40,80,00,000","44,00,00,000",3/31/2023,"23,32,90,00,000","23,32,90,00,000","18,81,80,00,000","4,51,10,00,000","1,84,70,00,000","1,07,60,00,000","77,10,00,000","2,66,40,00,000","18,40,00,000","21,30,00,000","2,90,00,000","-4,80,00,000",,,"-4,80,00,000","2,80,00,00,000","26,10,00,000","2,51,30,00,000","2,51,30,00,000","2,53,90,00,000","2,53,90,00,000","-2,60,00,000",,,"2,51,30,00,000",0.8,0.73,"3,16,60,00,000","3,46,80,00,000","2,66,40,00,000","20,66,50,00,000","2,51,30,00,000","2,51,30,00,000","21,30,00,000","2,90,00,000","18,40,00,000","2,82,90,00,000","3,87,50,00,000","18,81,80,00,000","1,04,60,00,000","2,51,30,00,000",,,"3,87,50,00,000",0.09,0,3/31/2023,"6,57,44,07,40,000","6,41,00,37,40,000",57.309,54.054,1.888,8.85,14.707,27.477,165.42,3/31/2023,"86,83,30,00,000","42,99,70,00,000","22,40,20,00,000","16,04,80,00,000","15,11,50,00,000","93,30,00,000","6,35,40,00,000","2,99,30,00,000","2,99,30,00,000","14,37,50,00,000","6,40,50,00,000","2,45,80,00,000","4,59,10,00,000","92,10,00,000",,"48,60,00,000","2,74,10,00,000","43,83,60,00,000","38,66,90,00,000","48,42,30,00,000",0,"8,14,40,00,000",,"21,91,10,00,000","10,92,30,00,000","4,89,40,00,000","2,55,10,00,000","-9,75,40,00,000","58,30,00,000","19,50,00,000","38,80,00,000",,,,,,"4,58,40,00,000","37,59,80,00,000","27,43,60,00,000","22,10,20,00,000","17,27,50,00,000","15,90,40,00,000","1,37,10,00,000","4,82,70,00,000",,"26,70,00,000",,"1,91,30,00,000","93,50,00,000",,"93,50,00,000","97,80,00,000","2,80,70,00,000","2,80,70,00,000","34,70,00,000","10,16,20,00,000",,"3,66,10,00,000","81,70,00,000","2,84,40,00,000","2,91,10,00,000",,"2,91,10,00,000","2,84,20,00,000",,,"74,80,00,000","49,23,50,00,000","48,05,40,00,000","30,00,000",0,"30,00,000","32,87,80,00,000","15,39,80,00,000","-22,50,00,000","-22,50,00,000","1,18,10,00,000","48,87,10,00,000","48,05,40,00,000","3,82,20,00,000","47,47,10,00,000","15,56,10,00,000","49,80,60,00,000","47,47,10,00,000","5,57,40,00,000",,"3,16,90,00,000","3,16,90,00,000",
12/31/2022,03/01/23,206.210007,0,"3,27,80,00,000","3,27,80,00,000","3,70,70,00,000","11,40,00,000","3,40,00,000","8,00,00,000",,"98,90,00,000","98,90,00,000","98,90,00,000",,,"5,90,00,000",,"41,90,00,000","18,10,00,000","-2,19,10,00,000","-69,80,00,000","-69,80,00,000","-1,97,30,00,000","-55,20,00,000","1,37,00,00,000",,,,"-1,40,50,00,000","88,80,00,000","17,90,00,000","-6,13,10,00,000","-6,13,10,00,000","-1,85,80,00,000","-1,85,80,00,000",0,0,0,,,"-4,34,90,00,000","-4,36,80,00,000","1,90,00,000",,"-49,50,00,000","-49,50,00,000","-49,70,00,000","-49,70,00,000",0,"-49,70,00,000",,,,,"6,70,00,000","-6,50,00,000","16,92,40,00,000","-3,34,80,00,000","12,30,00,000","20,14,90,00,000",,,"-1,85,80,00,000",,0,"-49,70,00,000","1,42,00,00,000",12/31/2022,"24,31,80,00,000","24,31,80,00,000","18,54,10,00,000","5,77,70,00,000","1,84,20,00,000","1,03,20,00,000","81,00,00,000","3,93,50,00,000","12,40,00,000","15,70,00,000","3,30,00,000","-7,60,00,000","-3,40,00,000","3,40,00,000","-4,20,00,000","3,98,30,00,000","27,60,00,000","3,72,20,00,000","3,71,40,00,000","3,70,70,00,000","3,70,70,00,000","70,00,000",,0,"3,72,20,00,000",1.18,1.07,"3,16,00,00,000","3,47,10,00,000","3,90,10,00,000","20,38,30,00,000","3,71,40,00,000","3,74,56,43,986.95","15,70,00,000","3,30,00,000","12,40,00,000","4,01,60,00,000","5,00,50,00,000","18,54,10,00,000","98,90,00,000","3,71,40,00,000","-3,40,00,000","-3,40,00,000","5,03,90,00,000",0.069,"-23,56,013.06",12/31/2022,"3,88,97,19,46,667","3,73,73,89,46,667",38.097,24.272,1.078,5.675,9.78,15.369,74.673,12/31/2022,"82,33,80,00,000","40,91,70,00,000","22,18,50,00,000","16,25,30,00,000","13,96,50,00,000","2,28,80,00,000","5,93,20,00,000","2,95,20,00,000","2,95,20,00,000","12,83,90,00,000","6,13,70,00,000","2,38,50,00,000","3,47,50,00,000","84,20,00,000",,,"2,94,10,00,000","41,42,10,00,000","36,63,50,00,000","48,13,40,00,000","6,88,90,00,000","7,75,10,00,000",,"21,70,50,00,000","5,14,20,00,000","4,28,10,00,000","2,36,60,00,000","-11,49,90,00,000","59,30,00,000","19,40,00,000","39,90,00,000",,,,"32,80,00,000","32,80,00,000","3,86,50,00,000","36,44,00,00,000","26,70,90,00,000","21,28,80,00,000","16,49,00,00,000","15,25,50,00,000","1,23,50,00,000","4,79,80,00,000",,"27,00,00,000",,"1,98,70,00,000","1,01,60,00,000",0,"1,01,60,00,000","97,10,00,000","2,81,00,00,000","2,81,00,00,000","35,40,00,000","9,73,10,00,000","5,10,00,000","3,76,10,00,000","1,02,90,00,000","2,73,20,00,000","2,80,40,00,000","8,20,00,000","2,80,40,00,000","2,48,00,00,000",,,"68,60,00,000","45,89,80,00,000","44,70,40,00,000","30,00,000",0,"30,00,000","32,17,70,00,000","12,88,50,00,000","-36,10,00,000","-36,10,00,000","1,19,40,00,000","45,73,30,00,000","44,70,40,00,000","3,70,30,00,000","44,11,10,00,000","14,20,80,00,000","46,74,90,00,000","44,11,10,00,000","5,74,80,00,000",,"3,16,40,00,000","3,16,40,00,000",
9/30/2022,12/01/22,197.080002,0,"5,10,00,00,000","5,10,00,00,000","3,33,10,00,000","5,30,00,000",0,"5,30,00,000",,"95,60,00,000","95,60,00,000","95,60,00,000",,,"6,00,00,000",,"36,20,00,000","10,70,00,000","23,10,00,000","-19,30,00,000","-19,30,00,000","-2,30,00,00,000","-33,20,00,000","3,25,30,00,000",,,,"-87,90,00,000","51,50,00,000","16,70,00,000","-2,79,10,00,000","-2,79,10,00,000","-1,80,30,00,000","-1,80,30,00,000",0,0,0,0,,"-98,80,00,000","-99,10,00,000","30,00,000",,"-71,20,00,000","-71,20,00,000","-89,90,00,000","-89,90,00,000",0,"-89,90,00,000",,,,,"22,90,00,000","-4,20,00,000","20,14,90,00,000","1,59,70,00,000","-33,50,00,000","18,88,70,00,000",,,"-1,80,30,00,000",,0,"-89,90,00,000","3,29,70,00,000",9/30/2022,"21,45,40,00,000","21,45,40,00,000","16,07,20,00,000","5,38,20,00,000","1,69,40,00,000","96,10,00,000","73,30,00,000","3,68,80,00,000","3,30,00,000","8,60,00,000","5,30,00,000","-8,50,00,000",0,0,"-8,50,00,000","3,63,60,00,000","30,50,00,000","3,29,20,00,000","3,29,20,00,000","3,33,10,00,000","3,33,10,00,000","-3,90,00,000",0,0,"3,29,20,00,000",1.05,0.95,"3,14,60,00,000","3,46,80,00,000","3,68,80,00,000","17,76,60,00,000","3,29,20,00,000","3,29,20,00,000","8,60,00,000","5,30,00,000","3,30,00,000","3,68,90,00,000","4,64,50,00,000","16,07,20,00,000","95,60,00,000","3,29,20,00,000",0,0,"4,64,50,00,000",0.08,0,9/30/2022,"8,37,65,95,00,000","8,25,40,95,00,000",95.758,45.045,1.256,13.554,23.028,38.473,177.698,9/30/2022,"74,42,60,00,000","35,99,00,00,000","21,10,70,00,000","19,53,20,00,000",,,"1,57,50,00,000","2,19,20,00,000","2,19,20,00,000","10,32,70,00,000","5,38,10,00,000","2,23,70,00,000","2,06,70,00,000","64,20,00,000","2,36,40,00,000",,"2,36,40,00,000","38,43,60,00,000","34,56,30,00,000","42,88,40,00,000",0,"6,98,80,00,000",,"18,96,40,00,000","10,28,10,00,000","4,54,90,00,000","2,10,20,00,000","-8,32,10,00,000","63,70,00,000","19,10,00,000","44,60,00,000",,,,,,"3,23,60,00,000","33,30,20,00,000","24,61,10,00,000","19,11,20,00,000","15,01,10,00,000","13,89,70,00,000","1,11,40,00,000","4,10,10,00,000",,"26,30,00,000",,"1,88,30,00,000","97,90,00,000",0,"97,90,00,000","90,40,00,000","3,01,10,00,000","3,01,10,00,000","34,20,00,000","8,69,10,00,000","5,70,00,000","3,99,10,00,000","1,41,80,00,000","2,57,30,00,000","2,28,50,00,000","2,00,00,000","2,26,50,00,000","1,93,10,00,000",,,"42,70,00,000","41,12,40,00,000","39,85,10,00,000","30,00,000",0,"30,00,000","31,59,20,00,000","9,19,80,00,000","-94,20,00,000","-94,20,00,000","1,27,30,00,000","41,26,90,00,000","39,85,10,00,000","3,47,70,00,000","39,21,40,00,000","11,37,90,00,000","42,24,80,00,000","39,21,40,00,000","5,87,40,00,000",,"3,15,80,00,000","3,15,80,00,000",
6/30/2022,09/01/22,272.579987,1,"2,35,10,00,000","2,35,10,00,000","2,26,90,00,000","8,40,00,000","10,60,00,000","-2,20,00,000",,"92,20,00,000","92,20,00,000","92,20,00,000",,,"2,50,00,000",,"36,10,00,000","3,60,00,000","-1,34,60,00,000","17,60,00,000","17,60,00,000","-1,55,90,00,000","-24,40,00,000","40,90,00,000",,,,"-76,40,00,000","18,70,00,000","44,90,00,000","-88,40,00,000","-88,40,00,000","-1,73,00,00,000","-1,73,00,00,000","93,60,00,000",0,"93,60,00,000",,,"-9,00,00,000","-9,00,00,000",0,,"-40,60,00,000","-40,60,00,000","-40,20,00,000","-40,20,00,000",0,"-40,20,00,000",,,,,"4,30,00,000","-4,70,00,000","18,88,70,00,000","1,06,10,00,000","-21,40,00,000","18,04,00,00,000",,,"-1,73,00,00,000",,0,"-40,20,00,000","62,10,00,000",6/30/2022,"16,93,40,00,000","16,93,40,00,000","12,70,00,00,000","4,23,40,00,000","1,62,80,00,000","96,10,00,000","66,70,00,000","2,60,60,00,000","-1,80,00,000","2,60,00,000","4,40,00,000","-11,40,00,000","-14,20,00,000","14,20,00,000","2,80,00,000","2,47,40,00,000","20,50,00,000","2,25,60,00,000","2,25,90,00,000","2,26,90,00,000","2,26,90,00,000","-1,00,00,000","30,00,000",0,"2,25,60,00,000",0.73,0.65,"3,11,10,00,000","3,46,40,00,000","2,46,40,00,000","14,32,80,00,000","2,25,90,00,000","2,38,96,40,000","2,60,00,000","4,40,00,000","-1,80,00,000","2,51,80,00,000","3,44,00,00,000","12,70,00,00,000","92,20,00,000","2,25,90,00,000","-14,20,00,000","-14,20,00,000","3,58,20,00,000",0.08,"-1,13,60,000",6/30/2022,"7,01,03,02,19,999","6,90,04,22,19,999",91.373,59.172,1.639,12.29,20.567,40.749,200.594,6/30/2022,"68,51,30,00,000","31,22,20,00,000","18,91,50,00,000","18,32,40,00,000",,,"59,10,00,000","2,08,10,00,000","2,08,10,00,000","8,10,80,00,000","4,94,90,00,000","1,37,00,00,000","1,18,50,00,000","60,40,00,000","2,11,80,00,000",,"2,11,80,00,000","37,29,10,00,000","33,68,40,00,000","41,47,10,00,000",0,"6,40,60,00,000",,"21,07,50,00,000","10,22,60,00,000","1,74,60,00,000","2,01,80,00,000","-7,78,70,00,000","65,50,00,000","19,60,00,000","45,90,00,000",,,,,,"2,95,20,00,000","30,85,50,00,000","21,82,10,00,000","16,24,20,00,000","12,25,70,00,000","11,21,20,00,000","1,04,50,00,000","3,98,50,00,000",,"25,70,00,000",,"1,94,50,00,000","1,05,70,00,000",,"1,05,70,00,000","88,80,00,000","3,04,00,00,000","3,04,00,00,000","33,70,00,000","9,03,40,00,000","7,40,00,000","4,72,00,00,000","2,09,50,00,000","2,62,50,00,000","2,23,20,00,000","2,20,00,000","2,21,00,00,000","1,65,50,00,000",,,"35,30,00,000","37,65,80,00,000","36,37,60,00,000","10,00,000",0,"10,00,000","30,94,40,00,000","5,90,80,00,000","-47,70,00,000","-47,70,00,000","1,28,20,00,000","38,47,10,00,000","36,37,60,00,000","3,51,30,00,000","35,72,10,00,000","9,40,10,00,000","39,52,80,00,000","35,72,10,00,000","6,66,50,00,000",,"3,12,30,00,000","3,12,30,00,000",
