name,ttm,12/31/2023,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008
		StockBasedCompensation,"1,812,000,000","484,000,000","465,000,000","445,000,000","418,000,000","419,000,000","362,000,000","361,000,000","418,000,000","558,000,000","475,000,000","474,000,000","614,000,000","633,000,000","543,000,000","347,000,000","211,000,000","281,000,000","199,000,000","210,000,000","208,000,000","205,313,000","205,017,000","197,344,000","141,639,000","134,348,000","112,653,000","116,042,000","103,717,000","87,713,000","89,543,000","67,311,000","89,658,000","55,640,000","55,998,000","43,335,000","43,026,000","44,516,000","39,158,000","35,784,000","37,038,000","25,171,000","20,984,000","19,714,000","14,868,000","14,416,000","12,475,000","12,543,000","10,711,000","8,682,000","7,885,000","6,926,000","5,926,000","7,843,000","3,811,000","6,115,000","3,387,000","985,000","206,000","153,000","90,000","219,000"
		OtherNonCashItems,"81,000,000","-13,000,000","35,000,000","44,000,000","15,000,000","181,000,000","107,000,000","36,000,000","16,000,000","32,000,000","153,000,000","52,000,000","8,000,000","148,000,000","111,000,000","105,000,000","111,000,000","47,000,000","88,000,000","83,000,000","-32,000,000","64,271,000","62,896,000","44,743,000","35,361,000","83,882,000","67,393,000","96,016,000","36,729,000","-94,875,000","27,796,000","30,115,000","27,748,000","36,049,000","22,627,000","18,957,000","20,803,000","17,068,000","24,373,000","24,710,000","11,054,000","5,205,000","4,505,000","7,195,000","390,000","-1,321,000","301,000","853,000","223,000","-141,000","-199,000","218,000","11,000","-588,000","-3,072,000","6,209,000","2,473,000","-609,000","306,000","2,492,000","292,000","3,019,000"
		ChangeInWorkingCapital,"-2,248,000,000","798,000,000","-415,000,000","-1,101,000,000","-1,530,000,000","-2,191,000,000","231,000,000","-1,346,000,000","-602,000,000","855,000,000","-1,000,000","-324,000,000","-12,000,000","1,242,000,000","635,000,000","-246,000,000","-1,447,000,000","231,000,000","-192,000,000","288,000,000","-676,000,000","199,048,000","351,415,000","-166,989,000","-325,426,000","497,038,000","-249,768,000","-481,093,000","-262,780,000","-546,595,000","-35,721,000","159,484,000","-271,029,000","-15,606,000","-192,447,000","-130,051,000","-155,185,000","-113,389,000","-94,685,000","-65,245,000","16,494,000","72,280,000","85,056,000","-62,417,000","28,883,000","681,000","-12,134,000","22,683,000","9,019,000","39,654,000","30,513,000","24,344,000","-5,614,000","6,696,000","-15,172,000","3,112,000","-5,811,000","-10,147,000","-21,648,000","-4,902,000","-1,875,000","-143,000"
			ChangeInReceivables,"-586,000,000","-963,000,000","881,000,000","-472,000,000","-32,000,000","-698,000,000","-193,000,000","176,000,000","-409,000,000","18,000,000","135,000,000","-259,000,000","-24,000,000","-102,000,000","-314,000,000","-222,000,000","-14,000,000","-217,000,000","18,000,000","-68,000,000","-100,000,000","189,371,000","-587,491,000","70,633,000","-169,142,000","81,008,000","-182,686,000","-14,498,000","91,541,000","-106,055,000","-109,084,000","157,901,000","-159,327,000","-32,106,000","15,541,000","60,657,000","2,175,000","-74,486,000","-61,241,000","-24,210,000","-23,721,000","-1,179,000","66,162,000","-67,581,000","-19,297,000","-17,678,000","1,858,000","2,567,000","-4,050,000","8,711,000","5,058,000","-3,048,000","-13,550,000","1,353,000","-1,597,000","-535,000","-2,443,000","-2,102,000","3,160,000","-4,015,000","2,789,000","-3,075,000"
				ChangesInAccountReceivables,"-586,000,000","-963,000,000","881,000,000","-472,000,000","-32,000,000","-698,000,000","-193,000,000","176,000,000","-409,000,000","18,000,000","135,000,000","-259,000,000","-24,000,000","-102,000,000","-314,000,000","-222,000,000","-14,000,000","-217,000,000","18,000,000","-68,000,000","-100,000,000","189,371,000","-587,491,000","70,633,000","-169,142,000","81,008,000","-182,686,000","-14,498,000","91,541,000","-106,055,000","-109,084,000","157,901,000","-159,327,000","-32,106,000","15,541,000","60,657,000","2,175,000","-74,486,000","-61,241,000","-24,210,000","-23,721,000","-1,179,000","66,162,000","-67,581,000","-19,297,000","-17,678,000","1,858,000","2,567,000","-4,050,000","8,711,000","5,058,000","-3,048,000","-13,550,000","1,353,000","-1,597,000","-535,000","-2,443,000","-2,102,000","3,160,000","-4,015,000","2,789,000","-3,075,000"
			ChangeInInventory,"-1,195,000,000","758,000,000","163,000,000","-576,000,000","-1,540,000,000","-1,973,000,000","-2,300,000,000","-1,559,000,000","-633,000,000","-534,000,000","-488,000,000","-581,000,000","-106,000,000","180,000,000","-67,000,000","446,000,000","-981,000,000","56,000,000","-133,000,000","457,000,000","-809,000,000","87,347,000","-55,444,000","-733,475,000","-322,081,000","240,120,000","-25,268,000","-269,188,000","-124,514,000","-667,489,000","872,600,000","-705,260,000","-512,671,000","-482,478,000","-385,162,000","-399,011,000","-307,209,000","-377,601,000","-214,531,000","-259,538,000","-198,594,000","-104,853,000","-229,170,000","-147,467,000","18,220,000","-90,694,000","-85,594,000","-12,838,000","-5,600,000","-2,807,000","2,133,000","-6,001,000","-6,963,000","-3,178,000","-13,837,000","-3,525,000","-5,507,000","-4,922,000","4,731,000","-3,820,000","-4,943,000","-3,005,000"
			ChangeInPrepaidAssets,"-2,652,000,000","-2,974,000,000","327,000,000","74,000,000","-79,000,000","-552,000,000","-332,000,000","-244,000,000","-289,000,000","16,000,000","-156,000,000","12,000,000","-143,000,000","39,000,000","11,000,000","-147,000,000","-154,000,000","-52,000,000","-97,000,000","-93,000,000","-46,000,000","-50,593,000","64,194,000","-45,193,000","-50,001,000","51,748,000","-10,640,000","-37,688,000","-75,504,000","22,170,000","15,142,000","28,628,000","-9,134,000","6,367,000","-32,577,000","40,090,000","-43,475,000","-31,120,000","-5,310,000","-12,778,000","-11,429,000","-8,566,000","-5,550,000","-990,000","-2,575,000","-630,000","-829,000","97,000","2,483,000","937,000","-1,343,000","1,581,000","-1,423,000","-1,868,000","-2,253,000","-540,000","-316,000","142,000","-60,000","-1,895,000","-229,000","-45,000"
			ChangeInPayablesAndAccruedExpense,"2,605,000,000","2,629,000,000","-958,000,000","137,000,000","797,000,000","1,370,000,000","3,253,000,000","409,000,000","997,000,000","1,814,000,000","1,172,000,000","920,000,000","672,000,000","1,337,000,000","1,137,000,000","-107,000,000","-265,000,000","540,000,000","56,000,000","128,000,000","-41,000,000","94,853,000","718,280,000","591,737,000","317,983,000","217,880,000","157,092,000","10,703,000","2,531,000","53,112,000","484,579,000","152,356,000","60,593,000","174,107,000","27,977,000","13,768,000","47,493,000","160,961,000","68,184,000","88,174,000","97,537,000","4,814,000","53,153,000","-19,986,000","26,587,000","103,337,000","65,166,000","12,674,000","-6,323,000","6,181,000","11,881,000","18,376,000","7,742,000","7,271,000","4,378,000","4,991,000","-3,507,000","1,195,000","326,000","1,082,000","1,686,000","5,208,000"
				ChangeInPayable,"2,605,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-43,242,000","81,583,000","36,674,000","55,991,000","78,257,000","-27,565,000","33,796,000","-34,036,000","25,661,000","91,900,000","69,878,000","10,744,000","-7,271,000",,"11,540,000","20,290,000","7,958,000","-8,205,000","2,035,000","2,854,000","3,104,000","-2,271,000","894,000","815,000","1,464,000","3,421,000"
					ChangeInAccountPayable,"2,605,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-43,242,000","81,583,000","36,674,000","55,991,000","78,257,000","-27,565,000","33,796,000","-34,036,000","25,661,000","91,900,000","69,878,000","10,744,000","-7,271,000",,"11,540,000","20,290,000","7,958,000","-8,205,000","2,035,000","2,854,000","3,104,000","-2,271,000","894,000","815,000","1,464,000","3,421,000"
				ChangeInAccruedExpense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90,735,000","79,378,000","31,510,000","31,963,000","19,280,000","32,379,000","19,357,000","14,050,000","926,000","11,437,000","-4,712,000","1,930,000","948,000",,"341,000","-1,914,000","-216,000","15,476,000","2,343,000","2,137,000","-6,611,000","3,466,000","-568,000","267,000","222,000","1,787,000"
			ChangeInOtherCurrentAssets,"-1,952,000,000","2,561,000,000","-1,272,000,000","-1,837,000,000","-1,404,000,000","-1,405,000,000","-879,000,000","-764,000,000","-1,073,000,000","-1,135,000,000","-1,065,000,000","-611,000,000","-594,000,000","-671,000,000","-399,000,000","-189,000,000","-157,000,000","-228,000,000","-287,000,000","-175,000,000","41,000,000","-25,799,000","-5,346,000","-90,875,000","-154,779,000","-439,433,000","-355,687,000","-268,488,000","-458,965,000","-50,235,000","4,861,000","-585,000","-6,862,000","-10,065,000","-5,942,000","-2,300,000","-6,055,000","1,178,000","-5,214,000","-610,000","153,000","-380,000","-259,000","143,000","158,000",,"-67,000","-65,000","-14,000",,,,,,,,,,,,,
			ChangeInOtherCurrentLiabilities,,,"442,000,000","1,004,000,000","620,000,000","888,000,000","515,000,000","187,000,000","314,000,000","229,000,000","200,000,000","24,000,000","23,000,000","234,000,000","149,000,000","129,000,000","-17,000,000","-100,000,000","56,000,000","16,000,000","-14,000,000","32,791,000","73,639,000","2,921,000","-60,560,000","72,689,000","-19,069,000","-4,951,000","241,188,000","92,437,000","47,437,000","153,220,000","165,897,000","176,214,000","117,532,000","68,077,000","104,169,000","105,405,000","75,995,000","62,887,000","67,173,000","81,581,000","97,256,000","80,589,000","9,834,000",,"2,436,000","409,000","790,000",,,,,,,,"-215,000","-2,758,000",,,"-843,000","-557,000"
			ChangeInOtherWorkingCapital,"1,532,000,000","853,000,000","2,000,000","569,000,000","108,000,000","179,000,000","167,000,000","449,000,000","491,000,000","447,000,000","201,000,000","171,000,000","160,000,000","225,000,000","118,000,000","-156,000,000","141,000,000","232,000,000","195,000,000","23,000,000","293,000,000","-128,922,000","143,583,000","37,263,000","113,154,000","273,026,000","186,490,000","103,017,000","60,943,000","109,465,000","106,488,000","372,639,000","183,613,000","152,355,000","70,184,000","88,668,000","47,717,000","102,274,000","47,432,000","80,830,000","85,375,000","100,863,000","103,464,000","92,875,000","-4,044,000","-3,427,000","4,896,000","19,839,000","21,733,000","26,632,000","12,784,000","13,436,000","8,580,000","3,118,000","-1,863,000","2,721,000","5,962,000","-1,702,000","-29,805,000","2,903,000","-335,000","1,331,000"
InvestingCashFlow,"-15,584,000,000","-4,804,000,000","-4,762,000,000","-3,534,000,000","-2,484,000,000","-6,131,000,000","-2,791,000,000","-884,000,000","-2,167,000,000","-1,916,000,000","-1,855,000,000","-1,515,000,000","-2,582,000,000","-1,047,000,000","-1,039,000,000","-566,000,000","-480,000,000","-403,000,000","-486,000,000","-241,000,000","-306,000,000","-365,009,000","-560,546,000","-682,817,000","-728,637,000","-961,876,000","-1,244,727,000","-1,157,912,000","-881,719,000","-594,751,000","-268,006,000","-319,854,000","-233,819,000","-414,280,000","-404,090,000","-422,837,000","-432,344,000","-372,231,000","-291,643,000","2,610,000","-329,180,000","-89,505,000","-77,502,000","-27,174,000","-55,236,000","-38,187,000","-64,014,000","-15,932,000","-66,227,000","15,253,000","-178,170,000","-23,122,000","10,111,000","-8,550,000","-154,679,000","-7,689,000","-9,379,000","-6,199,000","-3,035,000","-4,108,000","-902,000","-1,144,000"
	CashFlowFromContinuingInvestingActivities,"-15,584,000,000","-4,804,000,000","-4,762,000,000","-3,534,000,000","-2,484,000,000","-6,131,000,000","-2,791,000,000","-884,000,000","-2,167,000,000","-1,916,000,000","-1,855,000,000","-1,515,000,000","-2,582,000,000","-1,047,000,000","-1,039,000,000","-566,000,000","-480,000,000","-403,000,000","-486,000,000","-241,000,000","-306,000,000","-365,009,000","-560,546,000","-682,817,000","-728,637,000","-961,876,000","-1,244,727,000","-1,157,912,000","-881,719,000","-594,751,000","-268,006,000","-319,854,000","-233,819,000","-414,280,000","-404,090,000","-422,837,000","-432,344,000","-372,231,000","-291,643,000","2,610,000","-329,180,000","-89,505,000","-77,502,000","-27,174,000","-55,236,000","-38,187,000","-64,014,000","-15,932,000","-66,227,000","15,253,000","-178,170,000","-23,122,000","10,111,000","-8,550,000","-154,679,000","-7,689,000","-9,379,000","-6,199,000","-3,035,000","-4,108,000","-902,000","-1,144,000"
		NetPPEPurchaseAndSale,"-8,899,000,000","-2,307,000,000","-2,459,000,000","-2,060,000,000","-2,073,000,000","-1,858,000,000","-1,803,000,000","-1,730,000,000","-1,772,000,000","-1,814,000,000","-1,825,000,000","-1,515,000,000","-1,360,000,000","-1,164,000,000","-1,021,000,000","-566,000,000","-481,000,000","-449,000,000","-410,000,000","-268,000,000","-305,000,000","-353,901,000","-559,150,000","-677,213,000","-728,637,000","-906,143,000","-1,244,727,000","-1,157,912,000","-772,572,000","-681,281,000","-247,611,000","-294,720,000","-216,859,000","-411,222,000","-392,403,000","-405,165,000","-426,060,000","-368,661,000","-284,175,000","-175,685,000","-141,364,000","-89,434,000","-76,548,000","-40,515,000","-57,727,000","-41,483,000","-62,398,000","-58,003,000","-54,774,000","-54,262,000","-68,844,000","-54,314,000","-20,476,000","-17,148,000","-7,768,000","-9,815,000","-5,472,000","-6,199,000","-2,256,000","-2,527,000","-902,000","-144,000"
			PurchaseOfPPE,"-8,899,000,000","-2,307,000,000","-2,459,000,000","-2,060,000,000","-2,073,000,000","-1,858,000,000","-1,803,000,000","-1,730,000,000","-1,772,000,000","-1,814,000,000","-1,825,000,000","-1,515,000,000","-1,360,000,000","-1,164,000,000","-1,021,000,000","-566,000,000","-481,000,000","-449,000,000","-410,000,000","-268,000,000","-305,000,000","-353,901,000","-559,150,000","-677,213,000","-728,637,000","-906,143,000","-1,244,727,000","-1,157,912,000","-772,572,000","-681,281,000","-247,611,000","-294,720,000","-216,859,000","-411,222,000","-392,403,000","-405,165,000","-426,060,000","-368,661,000","-284,175,000","-175,685,000","-141,364,000","-89,434,000","-76,548,000","-40,515,000","-57,727,000","-41,483,000","-62,398,000","-58,003,000","-54,774,000","-54,262,000","-68,844,000","-54,314,000","-20,476,000","-17,148,000","-7,768,000","-9,815,000","-5,472,000","-6,199,000","-2,256,000","-2,527,000","-902,000","-144,000"
		NetIntangiblesPurchaseAndSale,"0","0","0","0","0","0","0","936,000,000","-9,000,000","0","0","0","-1,228,000,000","-5,000,000","-5,000,000","0","0","0","0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfIntangibles,"0","0","0","0","0","0","0","0","-9,000,000","0","0","0","-1,500,000,000","-5,000,000","-5,000,000","0","0","0","0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			SaleOfIntangibles,"0","0","0",,,"0","0","936,000,000","0","0","0","0","272,000,000",,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetBusinessPurchaseAndSale,"-64,000,000","0","12,000,000",,,,"0",,,"0",,,,"0","-13,000,000","0","0","0","-76,000,000","32,000,000","-1,000,000","-11,108,000","-1,396,000","-5,604,000","0","-5,376,000","0","0","-109,147,000","213,523,000","0","0","0","0","0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,
			PurchaseOfBusiness,"-64,000,000",,,,,,,,,"0",,,,"0",,,,,,,"-650,000","-11,108,000","-1,200,000","-5,604,000","0","-5,376,000","0","0","-109,147,000",,"0","0","0","0","0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,
		NetInvestmentPurchaseAndSale,"-6,621,000,000","-2,497,000,000","-2,315,000,000","-1,398,000,000","-411,000,000","-4,349,000,000","-988,000,000","-90,000,000","-386,000,000","-102,000,000","-30,000,000","0","0",,,,,,,,,,,,,"0","0",,,"0","0",,,,"0","0","0","-10,000","-5,563,000","177,974,000","-189,111,000","0","0","0","0","0","0","25,000,000","8,000","40,000,000","-64,952,000","0","0",,,,,,,,,
			PurchaseOfInvestment,"-19,112,000,000","-5,891,000,000","-6,131,000,000","-5,075,000,000","-2,015,000,000","-4,368,000,000","-991,000,000","-90,000,000","-386,000,000","-102,000,000","-30,000,000","0","0",,,,,,,,,,,,,,,,,,,,,,,"0","0","-10,000","-5,563,000","-11,157,000","-189,111,000","0","0","0","0","0","0","0","-14,992,000","0","-64,952,000","0","0",,,,,,,,,
			SaleOfInvestment,"12,491,000,000","3,394,000,000","3,816,000,000","3,677,000,000","1,604,000,000","19,000,000","3,000,000","0","0",,,,,,,,,,,,,,,,,"0","0",,,"0","0",,,,"0",,,"0","0",,,"0","0","0","0","0","0","25,000,000","15,000,000",,"0","0","0",,,,,,,,,
		NetOtherInvestingChanges,,,,,,,,,,"0","0","0","6,000,000","122,000,000","0","0","1,000,000",,,,,,,,,"-50,357,000","-70,205,000","-57,304,000","-45,224,000","-126,993,000","-20,395,000","-41,801,000","-16,960,000","-3,058,000","-11,687,000","-5,412,000","-6,284,000","-3,560,000","-1,905,000","321,000","1,295,000","-71,000","-954,000","13,341,000","2,491,000","3,296,000","-1,616,000","17,071,000","-11,461,000","29,515,000","-44,374,000","31,192,000","30,587,000","8,598,000","-146,911,000","2,126,000","-3,907,000","0","-779,000",,,"-1,000,000"
FinancingCashFlow,"2,589,000,000","887,000,000","2,263,000,000","-328,000,000","-233,000,000","-495,000,000","-712,000,000","-406,000,000","-1,914,000,000","-1,257,000,000","-1,381,000,000","-1,549,000,000","-1,016,000,000","2,692,000,000","4,450,000,000","123,000,000","2,708,000,000","-79,000,000","118,000,000","2,143,000,000","-653,000,000","-112,309,000","-84,282,000","398,622,000","371,660,000","285,842,000","2,101,506,000","428,767,000","1,598,749,000","1,372,827,000","-320,870,000","1,976,584,000","715,435,000","225,038,000","893,978,000","218,351,000","186,156,000","11,325,000","33,754,000","281,492,000","1,816,559,000","10,516,000","24,215,000","597,007,000","3,684,000","214,445,000","40,179,000","72,180,000","92,831,000","53,773,000","93,609,000","264,335,000","34,283,000","45,829,000","249,895,000","13,694,000","28,627,000","-1,714,000","82,371,000","55,229,000","19,533,000","14,752,000"
