name,ttm,12/31/2023,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,06/30/2003
DilutedNIAvailtoComStockholders,"73,795,000,000","20,687,000,000","19,689,000,000","18,368,000,000","15,051,000,000","13,624,000,000","13,910,000,000","16,002,000,000","16,436,000,000","20,642,000,000","18,936,000,000","19,771,000,000","17,930,000,000","15,227,000,000","11,247,000,000","6,959,000,000","6,836,000,000","10,671,000,000","7,068,000,000","9,947,000,000","6,657,000,000","8,948,000,000","9,192,000,000","3,195,000,000","9,401,000,000","-3,020,000,000","6,732,000,000","3,524,000,000","5,426,000,000","5,333,000,000","5,061,000,000","4,877,000,000","4,207,000,000","4,923,000,000","3,979,000,000","3,409,000,000","3,515,000,000","4,757,000,000","2,739,000,000","3,351,000,000","3,452,000,000","3,376,000,000","2,970,000,000","3,228,000,000","3,346,000,000","2,886,000,000","2,176,000,000","2,785,000,000","2,890,000,000","2,704,000,000","2,729,000,000","2,505,000,000","1,798,000,000","2,543,000,000","2,167,000,000","1,840,000,000","1,955,000,000","1,974,100,000","1,639,000,000","1,485,000,000","1,423,000,000","382,442,000","1,289,938,000","1,247,391,000","1,307,086,000","1,206,449,000","1,069,989,000","925,120,000","1,002,162,000","1,030,717,000","733,361,000","721,077,000","592,291,000","372,208,000","381,182,000","342,814,000","369,193,000","204,100,000","51,983,000","79,063,000","63,973,000","32,168,000"
BasicEPS,"5.84","1.66","1.56","1.45","1.18","1.06","1.07","1.22","1.245","1.558","1.422","1.385","1.332","1.127","0.828","0.511","0.498","0.775","0.51","0.717","0.479","0.644","0.661","0.23","0.677","-0.218","0.486","0.255","0.393","0.387","0.368","0.356","0.306","0.358","0.29","0.25","0.264","0.351","0.208","0.254","0.257","0.252","0.223","0.243","0.253","0.219","0.166","0.214","0.222","0.209","0.211","0.194","0.14","0.199","0.17","0.145","0.154","0.156","0.13","0.118","0.113",,"0.103","0.099","0.104",,"0.086","0.075","0.081",,"0.061","0.06","0.051",,"0.035","0.032","0.035",,"0.009","0.013","0.005","0.002"
DilutedEPS,"5.8","1.64","1.55","1.44","1.17","1.05","1.06","1.21","1.231","1.535","1.4","1.363","1.315","1.115","0.82","0.507","0.494","0.768","0.506","0.711","0.475","0.639","0.653","0.227","0.667","-0.218","0.479","0.251","0.387","0.378","0.363","0.35","0.301","0.353","0.287","0.247","0.26","0.346","0.205","0.25","0.252","0.248","0.219","0.239","0.249","0.216","0.163","0.211","0.219","0.206","0.208","0.192","0.138","0.195","0.168","0.143","0.152","0.153","0.128","0.117","0.112",,"0.102","0.098","0.103",,"0.085","0.073","0.08",,"0.059","0.058","0.049",,"0.033","0.03","0.032",,"0.009","0.013","0.005","0.002"
BasicAverageShares,"12,630,000,000","12,488,000,000","12,581,000,000","12,668,000,000","12,781,000,000","12,897,000,000","13,018,000,000","13,132,994,090","13,203,414,058","13,253,254,036","13,315,154,008","13,379,153,979","13,464,393,941","13,511,633,919","13,588,974,564","13,635,354,545","13,729,294,508","13,776,114,489","13,858,817,986","13,882,757,880","13,897,697,990","13,905,200,343","13,916,724,183","13,891,298,791","13,896,520,679","13,885,051,917","13,866,111,858","13,846,752,811","13,824,198,292","13,798,183,355","13,752,711,890","13,718,700,560","13,748,360,514","13,751,391,147","13,720,684,167","13,663,321,188","13,618,294,552","13,578,854,568","13,541,934,583","13,502,294,599","13,451,734,619","13,393,434,642","13,344,634,662","13,299,194,680","13,218,154,712","13,174,514,730","13,111,394,755","13,050,874,779","13,011,954,795","12,968,154,812","12,926,194,829","12,889,114,844","12,861,074,855","12,797,834,880","12,744,674,902","12,733,994,906","12,715,794,913","12,689,474,924","12,659,874,936","12,636,034,945","12,610,074,955",,"12,569,634,972","12,552,674,978","12,525,154,989",,"12,448,835,020","12,417,435,033","12,372,595,050",,"12,135,995,145","12,056,395,177","11,755,835,297",,"11,005,195,597","10,829,155,668","10,644,235,742",,"10,926,051,334","6,095,159,456","13,750,354,499","13,750,354,499"
DilutedAverageShares,"12,722,000,000","12,602,000,000","12,696,000,000","12,764,000,000","12,823,000,000","12,947,000,000","13,097,000,000","13,238,994,042","13,351,013,992","13,449,853,947","13,530,373,911","13,592,233,883","13,641,413,861","13,659,373,853","13,717,014,513","13,740,474,503","13,845,334,461","13,903,874,438","13,963,974,414","13,999,074,400","14,017,574,392","14,017,974,392","14,077,174,369","14,064,934,374","14,102,674,358","13,892,074,443","14,074,314,370","14,070,054,371","14,040,714,383","14,004,414,398","13,968,794,412","13,936,934,425","13,986,214,405","13,940,494,423","13,886,374,445","13,829,609,073","13,789,954,484","13,769,814,492","13,764,294,494","13,727,254,509","13,704,234,518","13,640,114,543","13,569,394,572","13,533,474,586","13,466,514,613","13,399,074,640","13,332,554,666","13,231,714,707","13,205,434,717","13,160,074,735","13,097,554,760","13,041,434,783","13,055,314,777","13,021,434,791","12,895,074,841","12,899,434,840","12,904,314,838","12,886,514,845","12,789,834,884","12,741,434,903","12,688,834,924",,"12,711,034,915","12,720,914,911","12,695,674,921",,"12,663,034,934","12,618,754,952","12,594,794,962",,"12,422,955,030","12,401,515,039","12,164,915,134",,"11,586,915,365","11,489,515,404","11,464,475,414",,"10,926,051,334","6,095,159,456","13,986,214,405","13,986,214,405"
TotalOperatingIncomeAsReported,"84,293,000,000","23,697,000,000","21,343,000,000","21,838,000,000","17,415,000,000","18,160,000,000","17,135,000,000","19,453,000,000","20,094,000,000","21,885,000,000","21,031,000,000","19,361,000,000","16,437,000,000","15,651,000,000","11,213,000,000","6,383,000,000","7,977,000,000","9,266,000,000","9,177,000,000","9,180,000,000","6,608,000,000","8,203,000,000","8,625,000,000","3,045,000,000","7,633,000,000","7,664,000,000","7,782,000,000","4,132,000,000","6,568,000,000","6,639,000,000","5,767,000,000","5,968,000,000","5,342,000,000","5,380,000,000","4,708,000,000","4,825,000,000","4,447,000,000","4,399,000,000","3,724,000,000","4,258,000,000","4,115,000,000","3,922,000,000","3,761,000,000","3,465,000,000","3,748,000,000","3,432,000,000","2,740,000,000","3,237,000,000","3,389,000,000","3,507,000,000","3,058,000,000","2,881,000,000","2,296,000,000","2,982,000,000","2,547,000,000","2,365,000,000","2,488,000,000","2,480,983,000","2,074,000,000","1,874,000,000","1,884,000,000","1,860,205,000","1,647,565,000","1,577,965,000","1,546,235,000","1,440,734,000","1,317,842,000","1,104,615,000","1,221,209,000","1,060,594,000","931,331,000","815,372,000","742,699,000","569,639,000","529,171,000","475,698,000","442,770,000","302,799,000","11,112,000","529,254,000","155,323,000","104,784,000"
TotalExpenses,"223,101,000,000","62,613,000,000","55,350,000,000","52,766,000,000","52,372,000,000","57,888,000,000","51,957,000,000","50,232,000,000","47,917,000,000","53,440,000,000","44,087,000,000","42,519,000,000","38,877,000,000","41,247,000,000","34,960,000,000","31,914,000,000","33,182,000,000","36,809,000,000","31,322,000,000","29,764,000,000","28,034,000,000","31,073,000,000","25,115,000,000","24,541,000,000","23,513,000,000","24,659,000,000","19,990,000,000","19,142,000,000","18,182,000,000","19,425,000,000","16,684,000,000","15,532,000,000","14,915,000,000","15,949,000,000","13,967,000,000","12,902,000,000","12,811,000,000","13,704,000,000","12,799,000,000","11,697,000,000","11,305,000,000","12,936,000,000","9,993,000,000","9,642,000,000","9,203,000,000","9,783,000,000","10,564,000,000","8,570,000,000","7,256,000,000","7,076,000,000","6,662,000,000","6,145,000,000","5,779,000,000","5,458,000,000","4,739,000,000","4,455,000,000","4,287,000,000","4,192,842,000","3,871,000,000","3,649,000,000","3,625,000,000","3,840,699,000","3,893,826,000","3,789,247,000","3,639,808,000","3,385,945,000","2,913,509,000","2,767,370,000","2,442,762,000","2,144,904,000","1,758,342,000","1,640,619,000","1,511,056,000","1,349,453,000","1,049,285,000","908,797,000","813,746,000","527,702,000","794,775,000","170,958,000","350,417,000","134,893,000"
NetIncomeFromContinuingAndDiscontinuedOperation,"73,795,000,000","20,687,000,000","19,689,000,000","18,368,000,000","15,051,000,000","13,624,000,000","13,910,000,000","16,002,000,000","16,436,000,000","20,642,000,000","18,936,000,000","18,525,000,000","17,930,000,000","15,227,000,000","11,247,000,000","6,959,000,000","6,836,000,000","10,671,000,000","7,068,000,000","9,947,000,000","6,657,000,000","8,948,000,000","9,192,000,000","3,195,000,000","9,401,000,000","-3,020,000,000","6,732,000,000","3,524,000,000","5,426,000,000","5,333,000,000","5,061,000,000","4,877,000,000","4,207,000,000","4,923,000,000","3,979,000,000","3,931,000,000","3,515,000,000","4,757,000,000","2,739,000,000","3,351,000,000","3,452,000,000","3,376,000,000","2,970,000,000","3,228,000,000","3,346,000,000","2,886,000,000","2,176,000,000","2,785,000,000","2,890,000,000","2,704,000,000","2,729,000,000","2,505,000,000","1,798,000,000","2,543,000,000","2,167,000,000","1,840,000,000","1,955,000,000","1,974,100,000","1,639,000,000","1,485,000,000","1,423,000,000","382,442,000","1,289,938,000","1,247,391,000","1,307,086,000","1,206,449,000","1,069,989,000","925,120,000","1,002,162,000","1,030,717,000","733,361,000","721,077,000","592,291,000","372,208,000","381,182,000","342,814,000","369,193,000","204,100,000","51,983,000","79,063,000","63,973,000","32,168,000"
NormalizedIncome,"75,569,521,000","20,668,356,955.596","20,785,220,000","19,019,903,000","15,155,202,000","15,092,312,357.847","15,207,498,000","17,097,442,000","17,746,680,000","18,683,708,466.519","17,278,401,000","16,137,624,000","13,834,512,000","12,640,145,433.142","9,621,098,000","5,487,250,000","7,613,923,000","10,233,353,419.283","8,245,722,000","7,698,845,000","7,099,814,000","7,820,615,965.052","8,008,224,000","6,254,288,000","6,753,544,000","-2,987,600,000","6,814,712,000","5,765,925,000","5,442,716,000","5,417,774,245.297","5,088,621,000","4,990,174,000","4,589,120,000","5,361,336,346.154","4,059,586,000","4,022,988,000","3,574,514,000","3,873,719,902.805","2,965,690,000","3,428,324,000","3,499,040,000","3,452,011,860.638","3,318,030,000","2,734,250,000","3,528,909,000","2,954,204,184.1","2,243,359,000","2,756,672,000","2,908,745,000","2,876,051,590.714","2,659,962,797.619","2,502,564,019.449","2,249,755,016.722","2,559,187,141.948","2,173,387,619.749","1,887,625,308.135","2,017,410,215.483","1,961,845,793.642","1,682,611,514.272","1,537,807,112.069","1,467,421,693.122","1,107,006,100","1,344,457,174.511","1,274,445,835.093","1,270,245,930.542","1,206,449,000","1,060,732,240.103","925,440,356.917","996,192,483.236","1,030,717,000","733,361,000","721,077,000","592,291,000","372,208,000","381,182,000","342,814,000","369,193,000","204,100,000","172,583,000","79,063,000","63,973,000","32,168,000"
InterestIncome,"3,865,000,000","1,110,000,000","1,066,000,000","892,000,000","797,000,000","659,000,000","615,000,000","486,000,000","414,000,000","378,000,000","387,000,000","389,000,000","345,000,000","386,000,000","460,000,000","433,000,000","586,000,000","621,000,000","631,000,000","653,000,000","522,000,000","542,000,000","481,000,000","456,000,000","399,000,000","400,000,000","306,000,000","294,000,000","312,000,000","325,000,000","318,000,000","307,000,000","270,000,000","274,000,000","259,000,000","240,000,000","226,000,000","222,000,000","187,000,000","169,000,000","168,000,000","215,000,000","196,000,000","182,000,000","180,000,000","179,000,000","172,000,000","180,000,000","182,000,000","199,000,000","211,000,000","212,000,000","190,000,000","176,000,000","172,000,000","136,000,000","95,000,000","66,862,000","47,000,000","50,000,000","66,000,000","88,447,000","90,996,000","88,086,000","122,003,000","144,631,000","146,114,000","137,984,000","130,475,000",,"108,230,000","103,187,000","78,924,000",,"25,351,000",,,,,,,
InterestExpense,"308,000,000","69,000,000","116,000,000","43,000,000","80,000,000","90,000,000","101,000,000","83,000,000","83,000,000","117,000,000","77,000,000","76,000,000","76,000,000","53,000,000","48,000,000","13,000,000","21,000,000","17,000,000","23,000,000","25,000,000","35,000,000","29,000,000","28,000,000","27,000,000","30,000,000","36,000,000","27,000,000","21,000,000","25,000,000","33,000,000","29,000,000","32,000,000","30,000,000","26,000,000","26,000,000","26,000,000","26,000,000","25,000,000","25,000,000","27,000,000","24,000,000","21,000,000","19,000,000","19,000,000","21,000,000","21,000,000","21,000,000","22,000,000","20,000,000","20,000,000","21,000,000","13,000,000","4,000,000",,"0",,,,,,,,,,"387,000","171,000","446,000","244,000","342,000",,"21,000","177,000","8,000",,"388,000",,,,,,,
NetInterestIncome,"3,557,000,000","1,041,000,000","950,000,000","849,000,000","717,000,000","569,000,000","514,000,000","403,000,000","331,000,000","261,000,000","310,000,000","313,000,000","269,000,000","333,000,000","412,000,000","420,000,000","565,000,000","604,000,000","608,000,000","628,000,000","487,000,000","513,000,000","453,000,000","429,000,000","369,000,000","364,000,000","279,000,000","273,000,000","287,000,000","292,000,000","289,000,000","275,000,000","240,000,000","248,000,000","233,000,000","214,000,000","200,000,000","197,000,000","162,000,000","142,000,000","144,000,000","194,000,000","177,000,000","163,000,000","159,000,000","158,000,000","151,000,000","158,000,000","162,000,000","179,000,000","190,000,000","199,000,000","186,000,000","176,000,000","172,000,000","136,000,000","95,000,000","66,862,000","47,000,000","50,000,000","66,000,000","88,447,000","90,996,000","88,086,000","122,003,000","144,460,000","146,114,000","137,984,000","130,133,000",,"108,209,000","103,010,000","78,916,000",,"24,963,000",,,,,,,
EBIT,"86,025,000,000","24,481,000,000","21,313,000,000","21,946,000,000","18,285,000,000","17,237,000,000","16,334,000,000","19,097,000,000","19,017,000,000","24,519,000,000","23,141,000,000","22,061,000,000","21,359,000,000","18,742,000,000","13,407,000,000","8,290,000,000","7,778,000,000","10,721,000,000","8,651,000,000","12,172,000,000","8,181,000,000","10,101,000,000","10,111,000,000","4,242,000,000","10,573,000,000","8,054,000,000","8,006,000,000","4,398,000,000","6,844,000,000","6,890,000,000","6,074,000,000","6,151,000,000","5,159,000,000","5,226,000,000","4,917,000,000","4,982,000,000","4,630,000,000","4,552,000,000","3,882,000,000","4,430,000,000","4,496,000,000","4,068,000,000","3,794,000,000","3,720,000,000","3,903,000,000","3,606,000,000","2,826,000,000","3,512,000,000","3,565,000,000","3,509,000,000","3,381,000,000","3,098,000,000","2,396,000,000","2,982,000,000","2,714,000,000","2,365,000,000","2,488,000,000","2,481,021,000","2,074,000,000","1,874,000,000","1,884,000,000","1,860,251,000","1,647,574,000","1,577,953,000","1,546,192,000","1,608,198,000","1,317,891,000","1,104,630,000","1,352,279,000","723,484,000","1,039,532,000","976,354,000","810,626,000","569,639,000","550,356,000","475,698,000","442,770,000","313,703,000","11,112,000","529,254,000","301,206,000","176,306,000"
EBITDA,"97,971,000,000","26,044,000,000","25,113,000,000","25,343,000,000","21,471,000,000","21,438,000,000","20,380,000,000","22,996,000,000","22,799,000,000","27,958,000,000","26,445,000,000","25,006,000,000","24,112,000,000","22,467,000,000","16,885,000,000","11,676,000,000","10,886,000,000","14,134,000,000","11,571,000,000","15,007,000,000","10,794,000,000","12,681,000,000","12,466,000,000","6,356,000,000","12,559,000,000","10,080,000,000","9,767,000,000","6,023,000,000","8,347,000,000","8,577,000,000","7,670,000,000","7,641,000,000","6,530,000,000","6,630,000,000","6,165,000,000","6,216,000,000","5,807,000,000","5,819,000,000","5,429,000,000","5,509,000,000","5,582,000,000","5,104,000,000","4,768,000,000","4,750,000,000","4,802,000,000","4,559,000,000","3,654,000,000","4,182,000,000","4,076,000,000","4,012,000,000","3,873,000,000","3,553,000,000","2,797,000,000","3,363,000,000","3,056,000,000","2,707,000,000","2,819,000,000","2,846,527,000","2,453,000,000","2,251,000,000","2,287,000,000","2,245,761,000","2,033,820,000","1,969,560,000","1,882,716,000","1,898,134,000","1,567,266,000","1,327,985,000","1,557,271,000","912,734,000","1,184,842,000","1,102,575,000","921,784,000","664,364,000","626,321,000","542,627,000","498,963,000","366,163,000","52,438,000","529,254,000","301,206,000","176,306,000"
ReconciledCostOfRevenue,"133,332,000,000","37,575,000,000","33,229,000,000","31,916,000,000","30,612,000,000","35,342,000,000","31,158,000,000","30,104,000,000","29,599,000,000","32,988,000,000","27,621,000,000","26,227,000,000","24,103,000,000","26,080,000,000","21,117,000,000","18,553,000,000","18,982,000,000","21,020,000,000","17,568,000,000","17,296,000,000","16,012,000,000","17,918,000,000","14,281,000,000","13,883,000,000","13,467,000,000","14,267,000,000","11,148,000,000","10,373,000,000","9,795,000,000","10,661,000,000","8,699,000,000","8,130,000,000","7,648,000,000","8,188,000,000","7,037,000,000","6,583,000,000","6,356,000,000","6,921,000,000","6,695,000,000","6,114,000,000","5,961,000,000","7,438,000,000","5,409,000,000","5,195,000,000","5,136,000,000","5,278,000,000","5,955,000,000","4,677,000,000","3,789,000,000","3,703,000,000","3,378,000,000","3,172,000,000","2,936,000,000","2,946,000,000","2,552,000,000","2,467,000,000","2,452,000,000","2,408,400,000","2,226,000,000","2,108,000,000","2,102,000,000","2,190,005,000","2,173,390,000","2,147,575,000","2,110,536,000","1,955,824,000","1,662,579,000","1,560,255,000","1,470,426,000","1,283,148,000","1,048,728,000","989,032,000","904,119,000","775,381,000","655,154,000","597,095,000","546,781,000","453,779,000","362,099,000","326,377,000","315,398,000","117,401,000"
ReconciledDepreciation,"11,946,000,000","1,563,000,000","3,800,000,000","3,397,000,000","3,186,000,000","4,201,000,000","4,046,000,000","3,899,000,000","3,782,000,000","3,439,000,000","3,304,000,000","2,945,000,000","2,753,000,000","3,725,000,000","3,478,000,000","3,386,000,000","3,108,000,000","3,413,000,000","2,920,000,000","2,835,000,000","2,613,000,000","2,580,000,000","2,355,000,000","2,114,000,000","1,986,000,000","2,026,000,000","1,761,000,000","1,625,000,000","1,503,000,000","1,687,000,000","1,596,000,000","1,490,000,000","1,371,000,000","1,404,000,000","1,248,000,000","1,234,000,000","1,177,000,000","1,267,000,000","1,547,000,000","1,079,000,000","1,086,000,000","1,036,000,000","974,000,000","1,030,000,000","899,000,000","953,000,000","828,000,000","670,000,000","511,000,000","503,000,000","492,000,000","455,000,000","401,000,000","381,000,000","342,000,000","342,000,000","331,000,000","365,506,000","379,000,000","377,000,000","403,000,000","385,510,000","386,246,000","391,607,000","336,524,000","289,936,000","249,375,000","223,355,000","204,992,000","189,250,000","145,310,000","126,221,000","111,158,000","94,725,000","75,965,000","66,929,000","56,193,000","52,460,000","41,326,000",,,
NetIncomeFromContinuingOperationNetMinorityInterest,"73,795,000,000","20,687,000,000","19,689,000,000","18,368,000,000","15,051,000,000","13,624,000,000","13,910,000,000","16,002,000,000","16,436,000,000","20,642,000,000","18,936,000,000","18,525,000,000","17,930,000,000","15,227,000,000","11,247,000,000","6,959,000,000","6,836,000,000","10,671,000,000","7,068,000,000","9,947,000,000","6,657,000,000","8,948,000,000","9,192,000,000","3,195,000,000","9,401,000,000","-3,020,000,000","6,732,000,000","3,524,000,000","5,426,000,000","5,333,000,000","5,061,000,000","4,877,000,000","4,207,000,000","4,923,000,000","3,979,000,000","3,931,000,000","3,515,000,000","3,790,000,000","2,924,000,000","3,419,000,000","3,650,000,000","3,381,000,000","3,163,000,000","2,774,000,000","3,528,000,000","2,937,000,000","2,158,000,000","2,833,000,000","2,890,000,000","2,704,000,000","2,729,000,000","2,505,000,000","1,798,000,000","2,543,000,000","2,167,000,000","1,840,000,000","1,955,000,000","1,974,100,000","1,639,000,000","1,485,000,000","1,423,000,000","382,442,000","1,289,938,000","1,247,391,000","1,307,086,000","1,206,449,000","1,069,989,000","925,120,000","1,002,162,000","1,030,717,000","733,361,000","721,077,000","592,291,000","372,208,000","381,182,000","342,814,000","369,193,000","204,100,000","51,983,000","79,063,000","63,973,000","32,168,000"
TotalUnusualItemsExcludingGoodwill,"-2,061,000,000","22,000,000","-1,180,000,000","-777,000,000","-126,000,000","-1,848,000,000","-1,514,000,000","-1,301,000,000","-1,510,000,000","2,315,000,000","2,019,000,000","2,832,000,000","4,864,000,000","3,175,000,000","1,931,000,000","1,750,000,000","-883,000,000","439,000,000","-1,438,000,000","2,745,000,000","-542,000,000","1,269,000,000","1,298,000,000","-4,036,000,000","2,968,000,000","-54,000,000","-98,000,000","-2,785,000,000","-21,000,000","-109,000,000","-33,000,000","-142,000,000","-466,000,000","-463,000,000","-99,000,000","-116,000,000","-78,000,000","-100,000,000","-55,000,000","-12,000,000","185,000,000","-85,000,000","-185,000,000","53,000,000","-1,000,000","-21,000,000","-111,000,000","94,000,000","-23,000,000","-222,000,000","85,000,000","3,000,000","-601,000,000","-20,000,000","-8,000,000","-63,000,000","-80,000,000","15,945,000","-55,000,000","-66,000,000","-59,000,000","-1,114,714,000","-70,531,000","-35,481,000","48,297,000","22,833,000","12,737,000","-430,000","8,053,000","2,469,000","-29,000","57,795,000","-10,997,000",,"-4,166,000",,,"0","-201,000,000",,,
TotalUnusualItems,"-2,061,000,000","22,000,000","-1,180,000,000","-777,000,000","-126,000,000","-1,848,000,000","-1,514,000,000","-1,301,000,000","-1,510,000,000","2,315,000,000","2,019,000,000","2,832,000,000","4,864,000,000","3,175,000,000","1,931,000,000","1,750,000,000","-883,000,000","439,000,000","-1,438,000,000","2,745,000,000","-542,000,000","1,269,000,000","1,298,000,000","-4,036,000,000","2,968,000,000","-54,000,000","-98,000,000","-2,785,000,000","-21,000,000","-109,000,000","-33,000,000","-142,000,000","-466,000,000","-463,000,000","-99,000,000","-116,000,000","-78,000,000","-100,000,000","-55,000,000","-12,000,000","185,000,000","-85,000,000","-185,000,000","53,000,000","-1,000,000","-21,000,000","-111,000,000","94,000,000","-23,000,000","-222,000,000","85,000,000","3,000,000","-601,000,000","-20,000,000","-8,000,000","-63,000,000","-80,000,000","15,945,000","-55,000,000","-66,000,000","-59,000,000","-1,114,714,000","-70,531,000","-35,481,000","48,297,000","22,833,000","12,737,000","-430,000","8,053,000","2,469,000","-29,000","57,795,000","-10,997,000",,"-4,166,000",,,"0","-201,000,000",,,
NormalizedEBITDA,"100,032,000,000","26,022,000,000","26,293,000,000","26,120,000,000","21,597,000,000","23,286,000,000","21,894,000,000","24,297,000,000","24,309,000,000","25,643,000,000","24,426,000,000","22,174,000,000","19,248,000,000","19,292,000,000","14,954,000,000","9,926,000,000","11,769,000,000","13,695,000,000","13,009,000,000","12,262,000,000","11,336,000,000","11,412,000,000","11,168,000,000","10,392,000,000","9,591,000,000","10,134,000,000","9,865,000,000","8,808,000,000","8,368,000,000","8,686,000,000","7,703,000,000","7,783,000,000","6,996,000,000","7,093,000,000","6,264,000,000","6,332,000,000","5,885,000,000","5,919,000,000","5,484,000,000","5,521,000,000","5,397,000,000","5,189,000,000","4,953,000,000","4,697,000,000","4,803,000,000","4,580,000,000","3,765,000,000","4,088,000,000","4,099,000,000","4,234,000,000","3,788,000,000","3,550,000,000","3,398,000,000","3,383,000,000","3,064,000,000","2,770,000,000","2,899,000,000","2,830,582,000","2,508,000,000","2,317,000,000","2,346,000,000","3,360,475,000","2,104,351,000","2,005,041,000","1,834,419,000","1,898,134,000","1,554,529,000","1,328,415,000","1,549,218,000","912,734,000","1,184,842,000","1,102,575,000","921,784,000","664,364,000","626,321,000","542,627,000","498,963,000","366,163,000","253,438,000","529,254,000","301,206,000","176,306,000"
TaxRateForCalcs,"0.139","0.153","0.071","0.161","0.173","0.205","0.143","0.158","0.132","0.154","0.179","0.157","0.158","0.185","0.158","0.159","0.119","0.003","0.181","0.181","0.183","0.112","0.088","0.242","0.108","0.4","0.156","0.195","0.204","0.222","0.163","0.203","0.18","0.053","0.186","0.207","0.237","0.163","0.242","0.223","0.184","0.165","0.162","0.25","0.091","0.181","0.231","0.188","0.185","0.225","0.188","0.188","0.248","0.191","0.202","0.244","0.22","0.231","0.207","0.2","0.247","0.35","0.227","0.237","0.237","0.25","0.273","0.255","0.259","0.13","0.295","0.261","0.269","0.4","0.307","0.308","0.191","0.342","0.4","0.4","0.4","0.4"
TaxEffectOfUnusualItems,"-286,479,000","3,356,955.596","-83,780,000","-125,097,000","-21,798,000","-379,687,642.153","-216,502,000","-205,558,000","-199,320,000","356,708,466.519","361,401,000","444,624,000","768,512,000","588,145,433.142","305,098,000","278,250,000","-105,077,000","1,353,419.283","-260,278,000","496,845,000","-99,186,000","141,615,965.052","114,224,000","-976,712,000","320,544,000","-21,600,000","-15,288,000","-543,075,000","-4,284,000","-24,225,754.703","-5,379,000","-28,826,000","-83,880,000","-24,663,653.846","-18,414,000","-24,012,000","-18,486,000","-16,280,097.195","-13,310,000","-2,676,000","34,040,000","-13,988,139.362","-29,970,000","13,250,000","-91,000","-3,795,815.9","-25,641,000","17,672,000","-4,255,000","-49,948,409.286","15,962,797.619","564,019.449","-149,244,983.278","-3,812,858.052","-1,612,380.251","-15,374,691.865","-17,589,784.517","3,690,793.642","-11,388,485.728","-13,192,887.931","-14,578,306.878","-390,149,900","-16,011,825.489","-8,426,164.907","11,456,930.542","0","3,480,240.103","-109,643.083","2,083,483.236","0","0","0","0","0","0","0","0","0","-80,400,000","0","0","0"
