Date,Open,y
03/01/24,411.269989,1
12/01/23,376.76001,0
09/01/23,331.309998,0
06/01/23,325.929993,0
03/01/23,250.759995,0
12/01/22,253.869995,0
09/01/22,258.869995,0
06/01/22,275.200012,0
03/01/22,296.399994,0
12/01/21,335.130005,0
09/01/21,302.869995,0
06/01/21,251.229996,0
03/01/21,235.899994,0
12/01/20,214.509995,0
09/01/20,225.509995,0
06/01/20,182.539993,0
03/01/20,165.309998,0
12/01/19,151.809998,0
09/01/19,136.610001,0
06/01/19,123.849998,0
03/01/19,112.889999,0
12/01/18,113,0
09/01/18,110.849998,0
06/01/18,99.279999,0
03/01/18,93.989998,0
12/01/17,83.599998,0
09/01/17,74.709999,0
06/01/17,70.239998,0
03/01/17,64.129997,0
12/01/16,60.110001,0
09/01/16,57.009998,0
06/01/16,52.439999,0
03/01/16,50.970001,0
12/01/15,54.41,0
09/01/15,42.169998,0
06/01/15,47.060001,0
03/01/15,43.669998,0
12/01/14,47.880001,0
09/01/14,45.43,0
06/01/14,40.950001,0
03/01/14,37.919998,0
12/01/13,38.09,0
09/01/13,31.75,0
06/01/13,34.919998,0
03/01/13,27.719999,0
12/01/12,26.780001,0
09/01/12,30.450001,0
06/01/12,28.76,0
03/01/12,31.93,0
12/01/11,25.559999,0
09/01/11,26.459999,0
06/01/11,24.99,0
03/01/11,26.6,0
12/01/10,25.57,0
09/01/10,23.67,0
06/01/10,25.530001,0
03/01/10,28.77,0
12/01/09,29.52,0
09/01/09,24.35,0
06/01/09,21,0
03/01/09,15.96,0
12/01/08,19.879999,1
09/01/08,27.67,1
06/01/08,28.24,0
03/01/08,27.24,0
12/01/07,33.5,1
09/01/07,28.5,0
06/01/07,30.790001,0
03/01/07,27.82,0
12/01/06,29.23,0
09/01/06,25.889999,0
06/01/06,22.74,0
03/01/06,26.98,1
12/01/05,27.73,0
09/01/05,27.379999,0
06/01/05,25.73,0
03/01/05,25.190001,0
12/01/04,26.950001,0
09/01/04,27.23,0
06/01/04,26.129999,0
03/01/04,26.629999,0
12/01/03,25.9,0
09/01/03,26.700001,0
06/01/03,24.98,0
03/01/03,24.02,0
12/01/02,29.325001,1
09/01/02,24.26,0
06/01/02,25.495001,0
03/01/02,29.525,0
12/01/01,31.915001,0
09/01/01,28.594999,0
06/01/01,34.799999,1
03/01/01,29.28125,0
12/01/00,29.03125,0
09/01/00,35,1
06/01/00,32.1875,0
03/01/00,44.8125,1
12/01/99,45.53125,0
09/01/99,46.15625,0
06/01/99,40.3125,0
03/01/99,37.390625,0
12/01/98,30.0625,0
09/01/98,23.8125,0
06/01/98,20.96875,0
03/01/98,21.46875,0
12/01/97,17.742188,0
09/01/97,16.640625,0
06/01/97,15.625,0
03/01/97,12.125,0
12/01/96,9.84375,0
09/01/96,7.625,0
06/01/96,7.421875,0
03/01/96,6.148438,0
12/01/95,5.445313,0
09/01/95,5.734375,0
06/01/95,5.3125,0
03/01/95,3.945313,0
12/01/94,3.914063,0
09/01/94,3.5625,0
06/01/94,3.34375,0
03/01/94,2.59375,0
12/01/93,2.515625,0
09/01/93,2.351563,0
06/01/93,2.90625,1
03/01/93,2.617188,0
12/01/92,2.898438,0
09/01/92,2.3125,0
06/01/92,2.510417,0
03/01/92,2.578125,0
12/01/91,2.005208,0
09/01/91,1.770833,0
06/01/91,1.520833,0
03/01/91,1.430556,0
12/01/90,1.017361,0
09/01/90,0.847222,0
06/01/90,1.017361,1
03/01/90,0.684028,0
12/01/89,0.605035,0
09/01/89,0.409722,0
06/01/89,0.418403,0
03/01/89,0.416667,0
12/01/88,0.329861,0
09/01/88,0.34375,0
06/01/88,0.404514,1
03/01/88,0.414931,0
12/01/87,0.309028,0
09/01/87,0.409722,1
06/01/87,0.400174,0
03/01/87,0.266493,0
12/01/86,0.172743,0
09/01/86,0.098958,0
06/01/86,0.121528,1
