name,ttm,01/31/2024,10/31/2023,07/31/2023,04/30/2023,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018,04/30/2018,01/31/2018,10/31/2017,07/31/2017,04/30/2017,01/31/2017,10/31/2016,07/31/2016,04/30/2016,01/31/2016,10/31/2015,07/31/2015,04/30/2015,01/31/2015,10/31/2014,07/31/2014,04/30/2014,01/31/2014,10/31/2013,07/31/2013,04/30/2013,01/31/2013,10/31/2012,07/31/2012,04/30/2012,01/31/2012,10/31/2011,07/31/2011,04/30/2011,01/31/2011,10/31/2010,07/31/2010,04/30/2010,01/31/2010,10/31/2009,07/31/2009,04/30/2009,01/31/2009,10/31/2008,07/31/2008,04/30/2008,01/31/2008,10/31/2007,07/31/2007,04/30/2007,01/31/2007,10/31/2006,07/31/2006,04/30/2006,01/31/2006,10/31/2005,07/31/2005,04/30/2005,01/31/2005,10/31/2004,07/31/2004,04/30/2004,01/31/2004,10/31/2003,07/31/2003,04/30/2003,01/31/2003,10/31/2002,07/31/2002,04/30/2002,01/31/2002,10/31/2001,07/31/2001,04/30/2001,01/31/2001,10/31/2000,07/31/2000,04/30/2000,01/31/2000,10/31/1999,07/31/1999,04/30/1999
		ProceedsFromStockOptionExercised,"403,000,000","0","156,000,000","1,000,000","246,000,000","6,000,000","144,000,000","1,000,000","204,000,000","4,000,000","149,000,000","2,000,000","126,000,000","4,000,000","96,000,000","6,000,000","88,000,000","3,000,000","63,000,000","0","83,000,000","2,000,000","66,000,000","3,000,000","66,000,000","7,000,000","56,000,000","11,000,000","65,000,000","20,000,000","57,000,000","21,000,000","70,000,000","21,000,000","35,000,000","14,000,000","50,000,000","23,781,000","31,000,000","18,000,000","80,000,000","64,521,000","33,446,000","8,307,000","22,996,000","2,154,000","20,103,000","5,317,000","37,361,000",,"51,705,000","39,499,000","85,286,000",,,,"0",,,,"-78,075,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NetOtherFinancingCharges,"-2,858,000,000","-871,000,000","-777,000,000","-683,000,000","-527,000,000","-351,000,000","-312,000,000","-318,000,000","-554,000,000","-648,000,000","-461,000,000","-387,000,000","-498,000,000","-244,000,000","-298,000,000","-196,000,000","-225,000,000","-88,000,000","-202,000,000","-50,000,000","-211,000,000","-53,000,000","-468,000,000","-67,000,000","-449,000,000","-41,000,000","-388,000,000","-1,000,000","-191,000,000","-10,000,000","-131,000,000","-2,000,000","-52,000,000","2,000,000","-1,000,000","0","6,000,000","4,212,000","5,000,000","3,000,000","4,000,000","-165,762,000","6,383,000","7,240,000","7,620,000","43,064,000","5,970,000","9,479,000","8,675,000","10,409,000","27,682,000","11,377,000","13,644,000",,,,,"1,423,000","0",,,,,,,,,,,"-22,371,000","8,197,000","7,892,000","6,470,000",,,"-345,000","-20,000",,,,,,,,,"0","0",,,"-75,000","5,997,000",,,"0","0","0","200,000,000",,,,
EndCashPosition,"7,280,000,000","7,280,000,000","5,519,000,000","5,882,000,000","5,079,000,000","3,389,000,000","2,800,000,000","3,013,000,000","3,887,000,000","1,990,000,000","1,288,000,000","5,628,000,000","978,000,000","847,000,000","2,251,000,000","3,274,000,000","15,494,000,000","10,896,000,000","9,765,000,000","7,105,000,000","2,772,000,000","782,000,000","721,000,000","718,000,000","765,000,000","4,002,000,000","2,802,000,000","1,988,000,000","1,989,000,000","1,766,000,000","1,940,000,000","426,000,000","547,000,000","596,000,000","471,000,000","435,000,000","464,000,000","496,654,000","395,000,000","515,000,000","509,000,000","1,151,587,000","562,084,000","591,321,000","561,423,000","732,786,000","525,388,000","499,618,000","369,135,000","667,876,000","566,816,000","532,614,000","683,633,000","665,361,000","451,174,000","377,003,000","447,262,000","447,221,000","614,490,000","523,785,000","512,274,000","417,688,000","461,253,000","719,143,000","803,308,000","726,969,000","1,056,702,000","914,745,000","678,951,000","544,414,000","741,746,000","388,423,000","487,763,000","551,756,000","364,308,000","242,170,000","281,004,000","208,512,000","156,687,000","180,579,000","196,675,000","214,422,000","231,813,000","274,297,000","278,796,000","346,994,000","322,535,000","246,816,000","307,151,000","333,000,000","398,491,000","681,078,000","627,300,000","674,275,000","694,883,000","289,205,000","269,800,000","61,600,000","55,200,000","46,800,000","51,823,000"
	ChangesInCash,"3,891,000,000","1,761,000,000","-363,000,000","803,000,000","1,690,000,000","589,000,000","-213,000,000","-874,000,000","1,897,000,000","702,000,000","-4,340,000,000","4,650,000,000","131,000,000","-1,404,000,000","-1,023,000,000","-12,220,000,000","4,598,000,000","1,131,000,000","2,660,000,000","4,333,000,000","1,990,000,000","61,000,000","3,000,000","-47,000,000","-3,237,000,000","1,200,000,000","814,000,000","-1,000,000","223,000,000","-174,000,000","1,514,000,000","-121,000,000","-49,000,000","125,000,000","36,000,000","-29,000,000","-33,000,000","101,971,000","-120,000,000","6,000,000","-643,000,000","589,503,000","-29,237,000","29,898,000","-171,363,000","207,398,000","25,770,000","130,483,000","-298,741,000","101,060,000","34,202,000","-151,019,000","18,272,000","214,187,000","74,171,000","-70,259,000","41,000","-167,269,000","90,705,000","11,511,000","94,586,000","-43,565,000","-257,890,000","-84,165,000","76,339,000","-329,733,000","141,957,000","235,794,000","134,537,000","-197,332,000","353,323,000","-99,340,000","-63,993,000","187,448,000","122,138,000","-38,834,000","72,492,000","51,825,000","-23,892,000","-16,096,000","-17,747,000","-17,391,000","-42,484,000","-4,499,000","-68,198,000","24,459,000","75,719,000","-60,335,000","-25,849,000","-65,491,000","-282,587,000","53,778,000","-46,975,000","-20,608,000","405,678,000","19,405,000","208,240,000","6,300,000","8,500,000","-5,066,000","1,566,000"
	BeginningCashPosition,"3,389,000,000","5,519,000,000","5,882,000,000","5,079,000,000","3,389,000,000","2,800,000,000","3,013,000,000","3,887,000,000","1,990,000,000","1,288,000,000","5,628,000,000","978,000,000","847,000,000","2,251,000,000","3,274,000,000","15,494,000,000","10,896,000,000","9,765,000,000","7,105,000,000","2,772,000,000","782,000,000","721,000,000","718,000,000","765,000,000","4,002,000,000","2,802,000,000","1,988,000,000","1,989,000,000","1,766,000,000","1,940,000,000","426,000,000","547,000,000","596,000,000","471,000,000","435,000,000","464,000,000","497,000,000","394,683,000","515,000,000","509,000,000","1,152,000,000","562,084,000","591,321,000","561,423,000","732,786,000","525,388,000","499,618,000","369,135,000","667,876,000","566,816,000","532,614,000","683,633,000","665,361,000","451,174,000","377,003,000","447,262,000","447,221,000","614,490,000","523,785,000","512,274,000","417,688,000","461,253,000","719,143,000","803,308,000","726,969,000","1,056,702,000","914,745,000","678,951,000","544,414,000","741,746,000","388,423,000","487,763,000","551,756,000","364,308,000","242,170,000","281,004,000","208,512,000","156,687,000","180,579,000","196,675,000","214,422,000","231,813,000","274,297,000","278,796,000","346,994,000","322,535,000","246,816,000","307,151,000","333,000,000","398,491,000","681,078,000","627,300,000","674,275,000","694,883,000","289,205,000","269,800,000","61,560,000","55,200,000","46,800,000","51,823,000","50,257,000"
	OtherCashAdjustmentOutsideChangeinCash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-51,900,000"
IncomeTaxPaidSupplementalData,"6,549,000,000","1,873,000,000","4,348,000,000",,,"32,000,000","264,000,000",,,,"72,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,356,000","2,410,000","6,161,000","3,371,000","2,797,000","2,286,000",,,,"2,010,000",,"1,003,000","1,450,000","1,404,000","-1,451,000","917,000","516,000","1,089,000","1,606,000","918,000","774,000","919,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestPaidSupplementalData,"252,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,032,000","591,000","603,000","621,000","639,000","655,000","583,000","715,000","730,000","744,000",,"744,000","749,000","761,000","768,000","777,000","787,000","795,000","803,000","810,000","1,643,000","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CapitalExpenditure,"-1,069,000,000","-254,000,000","-278,000,000","-289,000,000","-248,000,000","-509,000,000","-530,000,000","-433,000,000","-361,000,000","-273,000,000","-222,000,000","-183,000,000","-298,000,000","-283,000,000","-473,000,000","-217,000,000","-155,000,000","-145,000,000","-103,000,000","-113,000,000","-128,000,000","-203,000,000","-150,000,000","-129,000,000","-118,000,000","-416,000,000","-69,000,000","-54,000,000","-54,000,000","-51,000,000","-38,000,000","-32,000,000","-55,000,000","-15,000,000","-17,000,000","-24,000,000","-30,000,000","-31,045,000","-39,000,000","-23,000,000","-29,000,000","-66,374,000","-38,159,000","-84,986,000","-65,667,000","-47,758,000","-44,684,000","-61,944,000","-28,923,000","-45,182,000","-39,035,000","-23,323,000","-31,195,000","-21,343,000","-21,823,000","-37,644,000","-17,080,000","-22,575,000","-16,593,000","-17,656,000","-20,777,000","-42,975,000","-109,008,000","-53,514,000","-202,173,000","-70,339,000","-49,703,000","-41,367,000","-26,336,000","-75,692,000","-28,786,000","-20,111,000","-20,667,000","-23,445,000","-13,466,000","-29,185,000","-13,504,000","-17,977,000","-14,057,000","-16,628,000","-18,599,000","-12,356,000","-23,385,000","-66,271,000","-25,592,000","-9,940,000","-4,159,000","-27,832,000","-21,192,000","-84,260,000","-21,245,000","-87,938,000","-31,741,000","-14,735,000","-6,534,000","-7,609,000","-7,451,000","-1,700,000","-5,200,000","-2,217,000","-2,483,000"
IssuanceOfCapitalStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51,705,000","39,499,000","85,286,000","73,145,000","26,279,000","14,790,000","63,062,000","45,837,000","45,100,000","7,432,000","39,660,000","6,817,000","26,749,000","9,524,000","30,457,000","21,579,000","73,322,000","86,957,000","44,111,000","66,553,000","52,177,000","15,775,000","86,655,000","22,768,000","49,325,000","19,884,000","36,011,000","11,679,000","11,036,000","4,606,000","15,181,000","8,005,000","9,868,000","12,038,000","7,846,000","980,000","4,326,000","5,200,000","14,981,000","48,969,000","9,743,000","15,149,000","16,514,000","3,455,000","104,140,000","3,418,000","5,566,000","2,800,000","3,900,000","870,000","5,930,000"
IssuanceOfDebt,"0",,,,,"0","0",,,"0","-8,000,000","4,985,000,000","0","-3,000,000","0","-8,000,000","4,979,000,000",,"0","0","0",,,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepaymentOfDebt,"-1,250,000,000","0","0",,,"0","0",,"-22,000,000","0",,,"-19,000,000",,,,,"0","0","0","0","-4,000,000","-10,000,000","0","-2,000,000","-9,000,000","-62,000,000","-136,000,000","-605,000,000","-226,000,000","-444,000,000","0","0","0","-1,000,000","-1,000,000","-1,000,000","-757,000","-1,000,000","0","-1,000,000",,"-611,000","-593,000","-576,000","-527,000","-511,000","-496,000","-515,000","-10,739,000","-457,000","-10,698,000","-352,000",,"-301,000","-292,000","-282,000",,"-215,000","119,000","-222,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RepurchaseOfCapitalStock,"-9,533,000,000","-2,659,000,000","-3,807,000,000","-3,067,000,000","0","-1,213,000,000","-3,485,000,000","-3,345,000,000","-1,996,000,000",,"0","0","0",,,,,"0","0","0","0","-724,000,000","-200,000,000","0","-655,000,000","0","-151,000,000","-758,000,000","0","-230,000,000","0","-9,000,000","-500,000,000","-135,000,000","0","-399,000,000","-53,000,000","-3,600,000","-310,000,000","0","-500,000,000","-37,304,000","0","-750,000,000","-100,000,000",,"0","0","0",,,,,,,,,"78,075,000","0","0","-78,075,000","0","-299,740,000","0","-123,896,000","-178,085,000","-125,041,000","-124,386,000","-125,000,000","-100,000,000","0","-124,978,000","-50,000,000","-50,000,000","-40,000,000","-50,042,000","-48,467,000","0",,,,,,,,,,,,,"0","-57,000","-18,000",,,,,,,,
FreeCashFlow,"27,021,000,000","11,245,000,000","7,054,000,000","6,059,000,000","2,663,000,000","1,739,000,000","-138,000,000","837,000,000","1,370,000,000","2,760,000,000","1,297,000,000","2,499,000,000","1,576,000,000","1,784,000,000","806,000,000","1,350,000,000","754,000,000","1,320,000,000","1,537,000,000","823,000,000","592,000,000","695,000,000","337,000,000","784,000,000","1,327,000,000","942,000,000","1,088,000,000","651,000,000","228,000,000","670,000,000","394,000,000","168,000,000","264,000,000","496,000,000","238,000,000","139,000,000","216,000,000","411,684,000","177,000,000","73,000,000","122,000,000","334,338,000","124,156,000","11,483,000","109,983,000","403,251,000","136,801,000","138,942,000","-38,131,000","365,336,000","205,382,000","58,698,000","141,005,000","413,330,000","190,354,000","-3,300,000","-22,477,000","46,670,000","124,724,000","117,461,000","121,351,000","-62,820,000","-66,005,000","27,443,000","-56,928,000","182,132,000","330,422,000","301,035,000","268,862,000","154,703,000","260,532,000","-3,109,000","29,729,000","201,938,000","70,633,000","18,162,000","76,075,000","81,194,000","-13,623,000","-45,519,000","42,887,000","-13,305,000","-32,000,000","-47,457,000","14,836,000","114,385,000","87,105,000","-27,164,000","27,583,000","-36,711,000","62,327,000","-29,822,000","3,937,000","800,000","11,147,000","16,458,000","3,175,000","3,600,000","5,300,000","-5,477,000","877,000"
